"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"Horse Life Adventures","Wii","2008","Simulation","0.12","0.01","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.014117030180194",""
"Jikkyou Powerful Pro Yakyuu Wii","Wii","2007","Sports","0","0","0.14","0","0.14","0.0","0.0","0.0","0.0","0","0.014117030180194",""
"Scene It? Bright Lights! Big Screen!","Wii","2009","Misc","0.13","0","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.014117030180194",""
"MySims Collection","Wii","2010","Misc","0.13","0","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.014117030180194",""
"Pet Pals: Animal Doctor","Wii","2008","Simulation","0.13","0","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.014117030180194",""
"Happy Feet","Wii","2006","Action","0.12","0","0","0.01","0.14","46.0","0.0","6.7","6.0","56.5","0.014117030180194",""
"Major League Baseball 2K8","Wii","2008","Sports","0.13","0","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.014117030180194",""
"Nicktoons: MLB","Wii","2011","Sports","0.13","0","0","0.01","0.14","0.0","0.0","0.0","0.0","0","0.014117030180194",""
"Valhalla Knights: Eldar Saga","Wii","2009","Role-Playing","0.1","0.01","0.01","0.01","0.14","35.0","7.0","6.7","9.0","51","0.014117030180194",""
"Pinball Hall of Fame: The Gottlieb Collection","Wii","2006","Misc","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Nitrobike","Wii","2008","Racing","0.11","0.01","0","0.01","0.13","49.0","22.0","7.0","7.0","59.5","0.013108670881609",""
"Cruise Ship Vacation Games","Wii","2009","Puzzle","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Destroy All Humans! Big Willy Unleashed","Wii","2008","Action","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Kung Fu Panda 2","Wii","2011","Action","0.07","0.05","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Haunted House","Wii","2010","Action","0.12","0","0","0.01","0.13","40.0","6.0","0.0","0.0","20","0.013108670881609",""
"Kororinpa: Marble Mania","Wii","2006","Puzzle","0.08","0.02","0.03","0.01","0.13","69.0","39.0","8.7","20.0","78","0.013108670881609",""
"Phantom Brave: We Meet Again","Wii","2009","Role-Playing","0.12","0","0.01","0.01","0.13","76.0","2.0","7.0","5.0","73","0.013108670881609",""
"MLB Power Pros 2008","Wii","2008","Sports","0.11","0","0.01","0.01","0.13","79.0","6.0","8.7","20.0","83","0.013108670881609",""
"DreamWorks Super Star Kartz","Wii","2011","Racing","0.08","0.03","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"The Amazing Race","Wii","2010","Misc","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"NCIS","Wii","2011","Adventure","0.08","0.04","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Space Camp","Wii","2009","Action","0.12","0","0","0.01","0.13","0.0","0.0","6.2","5.0","31","0.013108670881609",""
"All Star Cheer Squad 2","Wii","2009","Sports","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Science Papa","Wii","2009","Misc","0.11","0.01","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Family Fortunes","Wii","2009","Misc","0","0.12","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Army Men: Soldiers of Misfortune","Wii","2008","Shooter","0.12","0","0","0.01","0.13","0.0","0.0","2.5","6.0","12.5","0.013108670881609",""
"Margot's Word Brain","Wii","2008","Puzzle","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Peppa Pig: Fun and Games","Wii","2010","Misc","0","0.11","0","0.02","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"My Baby: First Steps","Wii","2009","Simulation","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Tom Clancy's Splinter Cell: Double Agent","Wii","2006","Action","0.1","0.01","0","0.01","0.13","60.0","2.0","7.4","6.0","67","0.013108670881609",""
"Dokapon Kingdom","Wii","2008","Role-Playing","0.12","0","0","0.01","0.13","73.0","0.0","8.3","7.0","78","0.013108670881609",""
"Sengoku Basara 3 Utage","Wii","2011","Action","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"428: Fuusa Sareta Shibuya de","Wii","2008","Adventure","0","0","0.13","0","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Top Shot Arcade","Wii","2011","Shooter","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Indianapolis 500 Legends","Wii","2007","Racing","0.12","0","0","0.01","0.13","47.0","0.0","6.7","7.0","57","0.013108670881609",""
"Shimano Xtreme Fishing","Wii","2009","Sports","0.12","0","0","0.01","0.13","0.0","0.0","0.0","0.0","0","0.013108670881609",""
"Brothers in Arms: Double Time","Wii","2008","Shooter","0.11","0","0","0.01","0.13","45.0","3.0","6.6","7.0","55.5","0.013108670881609",""
"Deepak Chopra's Leela","Wii","2011","Misc","0.1","0.01","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Go Play: Circus Star","Wii","2009","Action","0.12","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Obscure: The Aftermath","Wii","2008","Action","0.11","0","0","0.01","0.12","53.0","9.0","8.0","4.0","66.5","0.012100311583023",""
"Wild Earth: African Safari","Wii","2008","Simulation","0.1","0.02","0","0.01","0.12","60.0","7.0","0.0","0.0","30","0.012100311583023",""
"Reader Rabbit Kindergarten","Wii","2010","Misc","0.12","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Star Trek: Conquest","Wii","2007","Strategy","0.11","0.01","0","0.01","0.12","49.0","8.0","4.9","0.0","49","0.012100311583023",""
"Rango: The Video Game","Wii","2011","Action","0.07","0.04","0","0.01","0.12","52.0","8.0","0.0","0.0","26","0.012100311583023",""
"Tom Clancy's Ghost Recon","Wii","2010","Shooter","0.1","0.01","0","0.01","0.12","46.0","20.0","6.8","8.0","57","0.012100311583023",""
"Ben 10 Galactic Racing","Wii","2011","Racing","0.08","0.03","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Ninja Reflex","Wii","2008","Action","0.11","0","0","0.01","0.12","49.0","26.0","6.0","0.0","54.5","0.012100311583023",""
"Solitaire & Mahjong","Wii","2009","Puzzle","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Geometry Wars: Galaxies","Wii","2007","Shooter","0.11","0","0","0.01","0.12","80.0","55.0","8.2","26.0","81","0.012100311583023",""
"Conduit 2","Wii","2011","Shooter","0.07","0.04","0","0.01","0.12","64.0","50.0","7.6","60.0","70","0.012100311583023",""
"Deadliest Catch: Sea of Chaos","Wii","2010","Sports","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"McDROID","Wii","2011","Strategy","0","0","0.12","0","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Backyard Sports Football: Rookie Rush","Wii","2010","Sports","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"PBR: Out of the Chute","Wii","2008","Sports","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Dodge Racing: Charger vs Challenger","Wii","2009","Racing","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Greg Hastings Paintball 2","Wii","2010","Shooter","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Academy of Champions: Soccer","Wii","2009","Sports","0.09","0.02","0","0.01","0.12","64.0","20.0","6.8","4.0","66","0.012100311583023",""
"Mountain Sports","Wii","2009","Sports","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Puzzle Kingdoms","Wii","2009","Puzzle","0.11","0","0","0.01","0.12","63.0","0.0","0.0","0.0","31.5","0.012100311583023",""
"Just Dance: Disney Party","Wii","2012","Misc","0.01","0.1","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Kidz Sports: Crazy Golf","Wii","2008","Sports","0.11","0","0","0.01","0.12","0.0","0.0","3.4","8.0","17","0.012100311583023",""
"Skate City Heroes","Wii","2008","Sports","0.11","0","0","0.01","0.12","59.0","6.0","0.0","0.0","29.5","0.012100311583023",""
"The Sky Crawlers: Innocent Aces","Wii","2008","Simulation","0.08","0.02","0.01","0.01","0.12","74.0","42.0","7.9","3.0","76.5","0.012100311583023",""
"NPPL: Championship Paintball 2009","Wii","2008","Shooter","0.11","0","0","0.01","0.12","0.0","0.0","7.7","7.0","38.5","0.012100311583023",""
"Cruis'n","Wii","2007","Racing","0.1","0.01","0","0.01","0.12","25.0","7.0","3.7","8.0","31","0.012100311583023",""
"SimAnimals Africa","Wii","2009","Simulation","0.1","0.01","0","0.01","0.12","53.0","7.0","0.0","0.0","26.5","0.012100311583023",""
"Onechanbara: Bikini Zombie Slayers","Wii","2008","Action","0.11","0","0","0.01","0.12","55.0","24.0","8.0","20.0","67.5","0.012100311583023",""
"The Price is Right: Decades","Wii","2011","Misc","0.11","0","0","0.01","0.12","0.0","0.0","0.0","0.0","0","0.012100311583023",""
"Lost in Shadow","Wii","2010","Platform","0.09","0","0.01","0.01","0.12","68.0","38.0","8.7","8.0","77.5","0.012100311583023",""
"Legend of the Guardians: The Owls of Ga'Hoole","Wii","2010","Action","0.1","0.01","0","0.01","0.12","54.0","5.0","0.0","0.0","27","0.012100311583023",""
"Where the Wild Things Are","Wii","2009","Platform","0.11","0","0","0.01","0.12","65.0","6.0","0.0","0.0","32.5","0.012100311583023",""
"Merv Griffin's Crosswords","Wii","2008","Puzzle","0.11","0","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Yogi Bear: The Video Game","Wii","2010","Action","0.06","0.05","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Vacation Isle: Beach Party","Wii","2010","Misc","0.08","0.02","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Super Swing Golf Season 2","Wii","2007","Sports","0.08","0","0.03","0.01","0.11","70.0","7.0","0.0","0.0","35","0.011091952284438",""
"Zangeki no Reginleiv","Wii","2010","Action","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Pimp My Ride","Wii","2008","Racing","0.1","0","0","0.01","0.11","26.0","4.0","3.8","8.0","32","0.011091952284438",""
"Escape The Museum","Wii","2009","Adventure","0.1","0.01","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"The History Channel: Battle for the Pacific","Wii","2007","Shooter","0.1","0","0","0.01","0.11","0.0","0.0","5.3","6.0","26.5","0.011091952284438",""
"Mobile Suit Gundam: MS Sensen 0079","Wii","2007","Simulation","0","0","0.11","0","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Cloudy With a Chance of Meatballs","Wii","2009","Platform","0.1","0","0","0.01","0.11","68.0","4.0","5.3","4.0","60.5","0.011091952284438",""
"Get Up and Dance","Wii","2011","Misc","0.06","0.04","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"The King of Fighters Collection: The Orochi Saga","Wii","2008","Fighting","0.1","0","0","0.01","0.11","70.0","5.0","0.0","0.0","35","0.011091952284438",""
"Winter Stars","Wii","2011","Sports","0.05","0.05","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Hasbro Family Game Night Fun Pack","Wii","2011","Misc","0.1","0","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Calling","Wii","2009","Adventure","0.06","0.04","0","0.01","0.11","49.0","28.0","6.7","6.0","58","0.011091952284438",""
"Spyborgs","Wii","2009","Action","0.09","0.01","0","0.01","0.11","66.0","30.0","6.3","6.0","64.5","0.011091952284438",""
"Death Jr.: Root of Evil","Wii","2008","Platform","0.1","0","0","0.01","0.11","70.0","4.0","8.0","4.0","75","0.011091952284438",""
"Vacation Sports","Wii","2009","Sports","0.09","0.01","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"PDC World Championship Darts: Pro Tour","Wii","2010","Sports","0","0.09","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Hollywood Squares","Wii","2010","Misc","0.1","0","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Astro Boy: The Video Game","Wii","2009","Action","0.1","0","0","0.01","0.11","48.0","7.0","3.5","4.0","41.5","0.011091952284438",""
"Rock Band: Metal Track Pack","Wii","2009","Misc","0.1","0","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Paws & Claws: Pet Resort","Wii","2009","Simulation","0.1","0","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Tournament Pool","Wii","2009","Sports","0.1","0","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Totally Spies! Totally Party","Wii","2008","Misc","0.09","0.01","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Fit in Six","Wii","2011","Sports","0.1","0","0","0.01","0.11","0.0","0.0","0.0","0.0","0","0.011091952284438",""
"Sniper Elite","Wii","2010","Shooter","0.07","0.02","0","0.01","0.11","70.0","4.0","0.0","0.0","35","0.011091952284438",""
"The Hardy Boys: The Hidden Theft","Wii","2009","Adventure","0.07","0.03","0","0.01","0.11","50.0","5.0","0.0","0.0","25","0.011091952284438",""
"Sakura Wars: So Long, My Love","Wii","2010","Role-Playing","0.05","0.04","0","0.01","0.1","75.0","30.0","7.3","30.0","74","0.010083592985853",""
"Ennichi no Tatsujin","Wii","2006","Misc","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Fatal Frame 2: Wii Edition","Wii","2012","Action","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"The Bachelor: The Videogame","Wii","2010","Misc","0.1","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Disney's Chicken Little: Ace In Action","Wii","2006","Shooter","0.09","0","0","0.01","0.1","72.0","8.0","0.0","0.0","36","0.010083592985853",""
"Who Wants to Be a Millionaire: 3rd Edition","Wii","2010","Misc","0.1","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Momotarou Dentetsu 16","Wii","2007","Misc","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Family Fun Football","Wii","2009","Sports","0.1","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Sesame Street: Ready, Set, Grover!","Wii","2011","Misc","0.1","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"JU-ON: The Grudge","Wii","2009","Action","0.07","0.01","0.01","0.01","0.1","39.0","32.0","5.6","34.0","47.5","0.010083592985853",""
"Yu-Gi-Oh! 5D's Wheelie Breakers","Wii","2009","Racing","0.09","0.01","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Dora's Big Birthday Adventure","Wii","2010","Misc","0.09","0.01","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Inazuma Eleven GO Strikers 2013","Wii","2012","Role-Playing","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Creeper World 3: Arc Eternal","Wii","2009","Strategy","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Heavy Fire: Afghanistan","Wii","2011","Shooter","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Backyard Baseball '10","Wii","2009","Sports","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Tatsunoko vs. Capcom: Cross Generation of Heroes","Wii","2008","Fighting","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Water Sports","Wii","2009","Action","0.05","0.04","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Help Wanted: 50 Wacky Jobs","Wii","2008","Simulation","0.06","0.03","0","0.01","0.1","65.0","2.0","7.0","5.0","67.5","0.010083592985853",""
"Igor: The Game","Wii","2008","Adventure","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Dancing on Ice","Wii","2010","Sports","0","0.09","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"The Destiny of Zorro","Wii","2009","Action","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Truth or Lies","Wii","2010","Misc","0.04","0.05","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Rolling Stone: Drum King","Wii","2009","Misc","0.09","0","0","0.01","0.1","32.0","4.0","0.8","4.0","20","0.010083592985853",""
"Attack of the Movies 3D","Wii","2010","Shooter","0.09","0","0","0.01","0.1","39.0","6.0","0.0","0.0","19.5","0.010083592985853",""
"Monkey Mischief! Party Time","Wii","2008","Misc","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"SCORE International Baja 1000: The Official Game","Wii","2008","Racing","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"X-Men: Destiny","Wii","2011","Action","0.07","0.02","0","0.01","0.1","36.0","0.0","4.5","5.0","40.5","0.010083592985853",""
"Tom Clancy's HAWX 2","Wii","2010","Action","0.06","0.03","0","0.01","0.1","47.0","0.0","0.0","0.0","23.5","0.010083592985853",""
"Opoona","Wii","2007","Role-Playing","0.08","0","0.01","0.01","0.1","65.0","33.0","7.7","4.0","71","0.010083592985853",""
"Big League Sports","Wii","2008","Sports","0.09","0.01","0","0.01","0.1","0.0","0.0","0.4","0.0","2","0.010083592985853",""
"Naruto Shippuden: Gekito Ninja Taisen! EX","Wii","2007","Fighting","0","0","0.1","0","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Pajama Sam: Don't Fear The Dark","Wii","2008","Adventure","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"King of Clubs: Mini Golf","Wii","2008","Sports","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"The Secret Saturdays: Beasts of the 5th Sun","Wii","2009","Action","0.09","0","0","0.01","0.1","60.0","8.0","0.0","0.0","30","0.010083592985853",""
"Tornado Outbreak","Wii","2009","Action","0.09","0","0","0.01","0.1","70.0","7.0","8.2","5.0","76","0.010083592985853",""
"iCarly 2: iJoin The Click!","Wii","2010","Adventure","0.08","0.01","0","0.01","0.1","0.0","0.0","9.0","0.0","45","0.010083592985853",""
"Paws & Claws: Pet Vet","Wii","2009","Simulation","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Heatseeker","Wii","2007","Action","0.08","0","0","0.01","0.1","62.0","25.0","6.2","32.0","62","0.010083592985853",""
"Alvin and the Chipmunks: The Squeakquel","Wii","2009","Misc","0.09","0","0","0.01","0.1","0.0","0.0","0.0","0.0","0","0.010083592985853",""
"Blast Works: Build, Trade, Destroy","Wii","2008","Shooter","0.09","0","0","0.01","0.1","78.0","30.0","7.7","7.0","77.5","0.010083592985853",""
"National Geographic Challenge!","Wii","2011","Misc","0.07","0.02","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Little League World Series Baseball 2008","Wii","2008","Sports","0.09","0","0","0.01","0.09","70.0","8.0","8.0","6.0","75","0.0090752336872675",""
"Family Party: 30 Great Games","Wii","2008","Misc","0.08","0.01","0","0.01","0.09","42.0","0.0","0.0","7.0","21","0.0090752336872675",""
"Medal of Honor: Vanguard","Wii","2007","Shooter","0.06","0.03","0","0.01","0.09","56.0","29.0","7.0","24.0","63","0.0090752336872675",""
"Pro Evolution Soccer 2013","Wii","2012","Sports","0","0.03","0.06","0","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Big League Sports: Summer","Wii","2009","Sports","0.09","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Code Lyoko: Quest for Infinity","Wii","2007","Action","0.07","0.01","0","0.01","0.09","58.0","5.0","8.5","8.0","71.5","0.0090752336872675",""
"The Smurfs 2","Wii","2013","Platform","0","0.09","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Championship Foosball","Wii","2008","Sports","0.09","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Rygar: The Battle of Argus","Wii","2008","Action","0.09","0","0","0.01","0.09","52.0","29.0","7.0","4.0","61","0.0090752336872675",""
"Alien Monster Bowling League","Wii","2009","Sports","0.09","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Green Lantern: Rise of the Manhunters","Wii","2011","Action","0.05","0.03","0","0.01","0.09","46.0","4.0","0.0","0.0","23","0.0090752336872675",""
"The Daring Game for Girls","Wii","2010","Adventure","0.09","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Alvin and the Chipmunks: Chipwrecked","Wii","2011","Misc","0.07","0.01","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"U-Sing  2","Wii","2010","Misc","0","0.08","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Monopoly Collection","Wii","2011","Misc","0.02","0.07","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Animal Planet: Vet Life","Wii","2009","Simulation","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"NERF N-Strike: Double Blast Bundle","Wii","2010","Shooter","0.09","0","0","0","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Kawasaki Quad Bikes","Wii","2007","Racing","0.07","0.01","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!","Wii","2010","Misc","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Go Play: City Sports","Wii","2009","Sports","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Champion Jockey: G1 Jockey & Gallop Racer","Wii","2011","Sports","0.04","0.03","0.01","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Space Chimps","Wii","2008","Platform","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Fishing Master World Tour","Wii","2009","Sports","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Momu-chan Diet Wii: Figurobics by Chon Dayon","Wii","2010","Misc","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Playmobil Circus","Wii","2009","Action","0.06","0.02","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Family GameShow","Wii","2009","Misc","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Naruto Shippuden: Gekito Ninja Taisen! EX 2","Wii","2007","Fighting","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Rock Band Country Track Pack 2","Wii","2011","Misc","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"MLB Superstars","Wii","2008","Sports","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Remington Super Slam Hunting: Alaska","Wii","2011","Sports","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"The Mummy: Tomb of the Dragon Emperor","Wii","2008","Action","0.08","0","0","0.01","0.09","39.0","7.0","6.4","5.0","51.5","0.0090752336872675",""
"Jambo! Safari Animal Rescue","Wii","2009","Simulation","0.07","0.01","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"The Ant Bully","Wii","2006","Platform","0.08","0","0","0.01","0.09","45.0","2.0","0.4","5.0","24.5","0.0090752336872675",""
"Karaoke Joysound Wii DX","Wii","2009","Misc","0","0","0.09","0","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Spider-Man: Edge of Time","Wii","2011","Action","0.06","0.02","0","0.01","0.09","62.0","9.0","5.2","6.0","57","0.0090752336872675",""
"Jumper: Griffin's Story","Wii","2008","Action","0.08","0","0","0.01","0.09","28.0","5.0","2.5","0.0","26.5","0.0090752336872675",""
"BIT.TRIP COMPLETE","Wii","2011","Misc","0.06","0.02","0","0.01","0.09","84.0","9.0","8.7","8.0","85.5","0.0090752336872675",""
"Data East Arcade Classics","Wii","2010","Misc","0.08","0","0","0.01","0.09","56.0","7.0","8.2","5.0","69","0.0090752336872675",""
"Ski and Shoot","Wii","2008","Sports","0.04","0.04","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Busy Scissors","Wii","2010","Simulation","0.08","0","0","0.01","0.09","0.0","0.0","0.0","0.0","0","0.0090752336872675",""
"Wacky World of Sports","Wii","2009","Sports","0.08","0","0","0.01","0.09","45.0","0.0","0.0","0.0","22.5","0.0090752336872675",""
"Great Party Games","Wii","2010","Misc","0","0.07","0","0.01","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Ski-Doo Snowmobile Challenge","Wii","2009","Racing","0.08","0","0","0.01","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Jaws: Ultimate Predator","Wii","2011","Action","0.08","0","0","0.01","0.08","0.0","0.0","6.3","4.0","31.5","0.0080668743886822",""
"Mad Dog McCree: Gunslinger Pack","Wii","2009","Shooter","0.07","0","0","0.01","0.08","30.0","6.0","5.0","0.0","40","0.0080668743886822",""
"Harvey Birdman: Attorney at Law","Wii","2008","Adventure","0.08","0","0","0.01","0.08","60.0","28.0","7.8","5.0","69","0.0080668743886822",""
"Get Fit with Mel B","Wii","2010","Sports","0.03","0.04","0","0.01","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Agatha Christie: Evil Under the Sun","Wii","2008","Adventure","0.06","0.01","0","0.01","0.08","46.0","6.0","7.3","6.0","59.5","0.0080668743886822",""
"Martian Panic","Wii","2010","Adventure","0.08","0","0","0","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Build 'n Race","Wii","2009","Racing","0.08","0","0","0.01","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"I Am In The Movie","Wii","2012","Simulation","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Zero: Tsukihami no Kamen","Wii","2008","Action","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Generator Rex: Agent of Providence","Wii","2011","Action","0.06","0.01","0","0.01","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Jikkyou Powerful Pro Yakyuu 15","Wii","2008","Sports","0","0","0.08","0","0.08","0.0","0.0","0.0","0.0","0","0.0080668743886822",""
"Ninjabread Man","Wii","2007","Action","0.07","0","0","0.01","0.08","20.0","6.0","0.7","52.0","13.5","0.0080668743886822",""
