"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"Payday 2","X360","2013","Shooter","330","190","NA","50","570","75","8","63","203","69","0.065699993084211",""
"FIFA World Cup Germany 2006","X360","2006","Sports","190","270","10","NA","480","72","49","66","33","69","0.055326309965652",""
"Dynasty Warriors 7","X360","2011","Action","160","60","NA","20","240","58","22","80","46","69","0.027663154982826",""
"The BIGS 2","X360","2009","Sports","190","10","NA","20","210","76","30","62","35","69","0.024205260609973",""
"Enchanted Arms","X360","2006","Role-Playing","160","20","NA","20","190","69","54","69","60","69","0.021899997694737",""
"Splatterhouse","X360","2010","Action","140","30","NA","10","180","62","50","76","60","69","0.020747366237119",""
"G-Force","X360","2009","Action","110","50","NA","10","170","68","33","70","9","69","0.019594734779502",""
"Phantasy Star Universe","X360","2006","Role-Playing","90","10","NA","10","120","64","34","74","42","69","0.013831577491413",""
"Samurai Warriors 2: Empires","X360","2007","Action","30","NA","10","NA","40","53","29","85","3","69","0.004610525830471",""
"Street Hoops","XB","2002","Sports","210","60","NA","10","280","58","22","80","4","69","0.032273680813297",""
"True Crime: New York City","XB","2005","Action","210","60","NA","10","280","60","43","78","7","69","0.032273680813297",""
"NASCAR 06: Total Team Control","XB","2005","Racing","200","60","NA","10","270","79","25","59","7","69","0.031121049355679",""
"Burnout 2: Point of Impact","XB","2003","Racing","180","50","NA","10","240","88","23","50","23","69","0.027663154982826",""
"Gauntlet: Seven Sorrows","XB","2005","Role-Playing","140","40","NA","10","180","60","36","78","4","69","0.020747366237119",""
"Godzilla: Destroy All Monsters Melee","XB","2002","Fighting","90","30","NA","NA","120","70","20","68","8","69","0.013831577491413",""
"Trivial Pursuit unhinged","XB","2004","Misc","70","20","NA","NA","90","58","NA","80","4","69","0.01037368311856",""
"Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","XB","2005","Adventure","60","20","NA","NA","90","65","9","73","6","69","0.01037368311856",""
"F1 2001","XB","2001","Racing","50","10","NA","NA","60","83","NA","55","8","69","0.0069157887457064",""
"Forza Motorsport 5","XOne","2013","Racing","1210","790","10","190","2200","79","76","59","95","69","0.2535789206759",""
"Assassin's Creed Syndicate","XOne","2015","Action","620","560","NA","110","1300","78","22","60","402","69","0.14984208949031",""
"The LEGO Movie Videogame","XOne","2014","Action","350","130","NA","50","530","69","8","69","49","69","0.06108946725374",""
"Project CARS","XOne","2015","Racing","110","130","NA","20","260","80","6","58","35","69","0.029968417898061",""
"Skylanders Imaginators","XOne","2016","Platform","50","40","NA","10","100","78","4","60","8","69","0.011526314576177",""
"Samurai Warriors Chronicles","3DS","2011","Action","120","50","200","10","390","60","30","77","35","68.5","0.044952626847092",""
"The Legend of Legacy","3DS","2015","Role-Playing","120","10","100","20","250","67","30","70","54","68.5","0.028815786440444",""
"Cars: Mater-National Championship","DS","2007","Racing","630","NA","NA","50","680","69","7","68","5","68.5","0.078378939118006",""
"The Sims 3","DS","2010","Simulation","380","220","NA","60","670","73","9","64","20","68.5","0.077226307660389",""
"Naruto: Path of the Ninja 2","DS","2006","Role-Playing","220","NA","NA","20","230","62","8","75","6","68.5","0.026510523525208",""
"Spider-Man: Battle for New York","DS","2006","Platform","120","NA","NA","10","130","68","3","69","8","68.5","0.014984208949031",""
"Atelier Annie: Alchemists of Sera Island","DS","2009","Role-Playing","80","NA","30","10","120","70","NA","67","5","68.5","0.013831577491413",""
"WWE Survivor Series","GBA","2004","Fighting","90","40","NA","NA","130","55","2","82","5","68.5","0.014984208949031",""
"GT Advance 2: Rally Racing","GBA","2001","Racing","80","30","NA","NA","110","77","2","60","4","68.5","0.012678946033795",""
"Mega Man Battle Chip Challenge","GBA","2003","Misc","80","30","NA","NA","110","54","25","83","8","68.5","0.012678946033795",""
"Atomic Betty","GBA","2005","Puzzle","20","10","NA","NA","30","62","NA","75","6","68.5","0.0034578943728532",""
"Teenage Mutant Ninja Turtles","GC","2003","Action","260","70","NA","10","340","57","25","80","8","68.5","0.039189469559003",""
"Spore","PC","2008","Strategy","30","1060","NA","80","1170","84","75","53","700","68.5","0.13485788054128",""
"The Sims: Medieval","PC","2011","Simulation","280","320","NA","90","690","77","56","60","73","68.5","0.079531570575624",""
"Tom Clancy's The Division","PC","2016","Shooter","220","150","NA","40","410","79","33","58","88","68.5","0.047257889762327",""
"Borderlands: The Pre-Sequel","PC","2014","Shooter","110","150","NA","20","290","75","55","62","703","68.5","0.033426312270914",""
"GRID 2","PC","2013","Racing","NA","60","NA","10","60","80","7","57","570","68.5","0.0069157887457064",""
"Blood Bowl","PC","2009","Sports","20","20","NA","NA","40","72","34","65","57","68.5","0.004610525830471",""
"Take On Helicopters","PC","2011","Simulation","NA","20","NA","10","30","70","NA","67","28","68.5","0.0034578943728532",""
"Blood Bowl: Legendary Edition","PC","2010","Sports","NA","10","NA","NA","20","73","3","64","75","68.5","0.0023052629152355",""
"FIFA Soccer 08","PC","2007","Sports","NA","10","NA","NA","20","77","7","60","50","68.5","0.0023052629152355",""
"Chicken Run","PS","2000","Adventure","70","50","NA","10","130","75","7","62","6","68.5","0.014984208949031",""
"Time Crisis: Project Titan","PS","2001","Shooter","30","20","NA","NA","50","70","3","67","6","68.5","0.0057631572880887",""
"Madden NFL 09","PS2","2008","Sports","1220","NA","NA","270","1490","67","4","70","24","68.5","0.17174208718504",""
"Cabela's Big Game Hunter","PS2","2002","Sports","700","540","NA","180","1420","59","7","78","2","68.5","0.16367366698172",""
"World Championship Poker","PS2","2004","Misc","800","30","NA","130","950","60","8","77","NA","68.5","0.10949998847369",""
"Warriors Orochi","PS2","2007","Action","110","90","640","30","870","55","4","82","6","68.5","0.10027893681274",""
"Batman Begins","PS2","2005","Action","270","210","NA","70","560","64","40","73","70","68.5","0.064547361626594",""
"HSX HyperSonic.Xtreme","PS2","2002","Racing","250","200","NA","70","510","53","7","84","8","68.5","0.058784204338505",""
"The Chronicles of Narnia: Prince Caspian","PS2","2008","Action","200","150","NA","50","400","67","6","70","8","68.5","0.04610525830471",""
"EverGrace","PS2","2000","Role-Playing","100","80","150","30","350","59","2","78","4","68.5","0.040342101016621",""
"MXRider","PS2","2001","Racing","160","130","NA","40","340","69","6","68","6","68.5","0.039189469559003",""
"Disney's Stitch: Experiment 626","PS2","2002","Action","150","120","NA","40","310","59","7","78","4","68.5","0.03573157518615",""
"MotoGP","PS2","2000","Racing","60","50","140","20","270","77","6","60","5","68.5","0.031121049355679",""
"The Great Escape","PS2","2003","Action","100","70","NA","20","200","57","9","80","20","68.5","0.023052629152355",""
"Fur Fighters: Viggo's Revenge","PS2","2001","Action","70","50","NA","20","140","64","5","73","37","68.5","0.016136840406648",""
"Warriors Orochi 2","PS2","2008","Action","60","50","NA","20","130","52","9","85","3","68.5","0.014984208949031",""
"Shining Force EXA","PS2","2007","Role-Playing","NA","NA","100","NA","100","64","24","73","7","68.5","0.011526314576177",""
"Lifeline","PS2","2003","Adventure","30","30","NA","10","70","60","30","77","9","68.5","0.0080684202033242",""
"Lost Planet 2","PS3","2010","Shooter","290","330","200","130","950","68","56","69","62","68.5","0.10949998847369",""
"Street Fighter X Tekken","PS3","2012","Fighting","420","210","100","90","830","84","50","53","90","68.5","0.095668410982273",""
"Lollipop Chainsaw","PS3","2012","Action","270","200","110","80","660","67","37","70","99","68.5","0.076073676202771",""
"Lost Planet: Extreme Condition","PS3","2008","Shooter","310","170","70","80","640","67","34","70","36","68.5","0.073768413287535",""
"Way of the Samurai 3","PS3","2008","Action","180","80","220","40","520","58","8","79","22","68.5","0.059936835796123",""
"Drakengard 3","PS3","2013","Role-Playing","100","NA","190","20","310","60","33","77","237","68.5","0.03573157518615",""
"Dynasty Warriors: Strikeforce","PS3","2009","Action","110","70","70","30","290","64","27","73","5","68.5","0.033426312270914",""
"Bladestorm: The Hundred Years' War","PS3","2007","Action","100","30","140","20","280","58","23","79","28","68.5","0.032273680813297",""
"The Club","PS3","2008","Shooter","140","70","NA","30","230","72","42","65","5","68.5","0.026510523525208",""
"Blitz: The League II","PS3","2008","Sports","110","20","NA","20","150","62","25","75","5","68.5","0.017289471864266",""
"Metal Gear Solid V: Ground Zeroes","PS4","2014","Action","450","470","170","180","1270","75","70","62","300","68.5","0.14638419511745",""
"Sniper Elite 3","PS4","2014","Shooter","240","340","NA","110","680","67","40","70","78","68.5","0.078378939118006",""
"Saint Seiya: Soldiers' Soul","PS4","2015","Fighting","NA","120","40","20","180","59","30","78","45","68.5","0.020747366237119",""
"MotoGP 14 ","PS4","2014","Racing","40","110","NA","30","180","73","28","64","26","68.5","0.020747366237119",""
"Mega Man Legacy Collection","PS4","2016","Platform","70","NA","NA","20","80","77","22","60","55","68.5","0.0092210516609419",""
"The Sims 2: Castaway","PSP","2007","Simulation","80","460","NA","250","790","64","5","73","8","68.5","0.091057885151802",""
"Pro Evolution Soccer 2012","PSP","2011","Action","100","110","290","60","570","74","4","63","8","68.5","0.065699993084211",""
"MLB 11: The Show","PSP","2011","Sports","150","NA","NA","20","170","77","9","60","5","68.5","0.019594734779502",""
"Generation of Chaos","PSP","2005","Role-Playing","50","NA","NA","NA","60","60","29","77","8","68.5","0.0069157887457064",""
"Dynasty Warriors Vol. 2","PSP","2006","Action","40","NA","NA","NA","50","57","28","80","8","68.5","0.0057631572880887",""
"Ys: The Ark of Napishtim","PSP","2006","Role-Playing","40","NA","NA","NA","50","64","29","73","3","68.5","0.0057631572880887",""
"Invizimals: The Alliance","PSV","2013","Action","NA","60","NA","20","80","69","6","68","NA","68.5","0.0092210516609419",""
"Psycho-Pass: Mandatory Happiness","PSV","2016","Adventure","NA","10","10","NA","20","64","NA","73","NA","68.5","0.0023052629152355",""
"Big Brain Academy: Wii Degree","Wii","2007","Misc","1050","1910","410","420","3790","68","33","69","39","68.5","0.43684732243712",""
"Dance Dance Revolution: Hottest Party 2","Wii","2008","Simulation","940","480","10","150","1580","69","8","68","6","68.5","0.1821157703036",""
"Guinness World Records: The Videogame","Wii","2008","Action","460","470","NA","110","1030","67","2","70","8","68.5","0.11872104013463",""
"FIFA Soccer 10","Wii","2009","Sports","230","640","NA","110","980","75","20","62","7","68.5","0.11295788284654",""
"Kung Fu Panda","Wii","2008","Action","500","320","NA","90","910","70","20","67","7","68.5","0.10488946264321",""
"2010 FIFA World Cup South Africa","Wii","2010","Sports","230","150","10","40","420","70","9","67","NA","68.5","0.048410521219945",""
"Bomberman Land","Wii","2007","Misc","110","10","30","10","170","57","23","80","NA","68.5","0.019594734779502",""
"LEGO Marvel's Avengers","WiiU","2016","Action","120","100","NA","20","240","69","4","68","5","68.5","0.027663154982826",""
"Legend of Kay Anniversary","WiiU","2015","Action","NA","10","NA","NA","10","67","9","70","35","68.5","0.0011526314576177",""
"Madden NFL 12","X360","2011","Sports","2420","110","NA","160","2690","78","55","59","94","68.5","0.31005786209917",""
"Guitar Hero: Aerosmith","X360","2008","Misc","1000","130","NA","100","1230","70","59","67","48","68.5","0.14177366928698",""
"Aliens vs Predator","X360","2010","Shooter","550","400","NA","110","1060","64","64","73","247","68.5","0.12217893450748",""
"Guitar Hero: Warriors of Rock","X360","2010","Misc","470","310","NA","80","860","72","65","65","50","68.5","0.099126305355126",""
"Major League Baseball 2K11","X360","2011","Sports","400","30","NA","30","450","69","27","68","24","68.5","0.051868415592798",""
"Wanted: Weapons of Fate","X360","2009","Shooter","170","150","NA","40","370","62","60","75","26","68.5","0.042647363931856",""
"Clive Barker's Jericho","X360","2007","Shooter","280","10","NA","20","320","63","46","74","70","68.5","0.036884206643768",""
"Armored Core 4","X360","2007","Simulation","190","10","30","20","250","65","30","72","30","68.5","0.028815786440444",""
"NCAA March Madness 07","X360","2007","Sports","190","NA","NA","20","210","67","33","70","5","68.5","0.024205260609973",""
"World of Outlaws: Sprint Cars","X360","2010","Racing","170","NA","NA","10","180","57","4","80","NA","68.5","0.020747366237119",""
"Azurik: Rise of Perathia","XB","2001","Action","180","50","NA","10","240","52","26","85","4","68.5","0.027663154982826",""
"Forgotten Realms: Demon Stone","XB","2004","Action","60","20","NA","NA","90","72","7","65","6","68.5","0.01037368311856",""
"Blazing Angels: Squadrons of WWII","XB","2006","Simulation","60","20","NA","NA","80","69","9","68","4","68.5","0.0092210516609419",""
"NBA Live 07","XB","2006","Sports","40","10","NA","NA","60","69","4","68","3","68.5","0.0069157887457064",""
"Galleon: Islands of Mystery","XB","2004","Action","20","10","NA","NA","30","67","40","70","NA","68.5","0.0034578943728532",""
"LEGO Jurassic World","XOne","2015","Action","380","220","NA","60","650","70","7","67","44","68.5","0.074921044745153",""
"LEGO The Hobbit","XOne","2014","Action","130","120","NA","20","270","69","20","68","36","68.5","0.031121049355679",""
"Lords of the Fallen","XOne","2014","Role-Playing","100","100","NA","20","220","70","3","67","66","68.5","0.02535789206759",""
"LEGO The Lord of the Rings","3DS","2012","Action","200","160","NA","30","390","60","4","76","NA","68","0.044952626847092",""
"Mario Party: Star Rush","3DS","2016","Misc","80","130","80","20","300","68","37","68","6","68","0.034578943728532",""
"Batman: Arkham Origins Blackgate","3DS","2013","Action","160","90","NA","20","270","68","7","68","38","68","0.031121049355679",""
"Gabrielle's Ghostly Groove 3D","3DS","2011","Adventure","80","20","NA","10","110","62","9","74","9","68","0.012678946033795",""
"Tamagotchi Connection: Corner Shop","DS","2005","Simulation","100","20","1120","10","1260","59","20","77","6","68","0.14523156365984",""
"Kingdom Hearts Re:coded","DS","2010","Role-Playing","530","90","270","50","930","66","58","70","76","68","0.10719472555845",""
"The Legend of Spyro: A New Beginning","DS","2006","Platform","330","10","NA","30","370","68","NA","68","8","68","0.042647363931856",""
"EA Playground","DS","2007","Sports","290","10","NA","30","330","60","8","76","3","68","0.038036838101385",""
"WWE SmackDown vs. Raw 2009","DS","2008","Fighting","140","20","NA","10","180","58","5","78","6","68","0.020747366237119",""
"Thor: God of Thunder","DS","2011","Action","80","30","NA","10","120","64","8","72","9","68","0.013831577491413",""
"Warhammer 40,000: Squad Command","DS","2007","Strategy","50","10","NA","10","60","57","20","79","6","68","0.0069157887457064",""
"Bionicle Heroes","DS","2006","Shooter","60","NA","NA","NA","60","72","NA","64","5","68","0.0069157887457064",""
"Harry Potter: Quidditch World Cup","GBA","2003","Sports","280","100","NA","10","390","53","6","83","9","68","0.044952626847092",""
"Madden NFL 2004","GBA","2003","Sports","220","80","NA","10","310","70","9","66","5","68","0.03573157518615",""
"Sonic Adventure DX: Director's Cut","GC","2003","Platform","870","300","60","30","1270","57","27","79","39","68","0.14638419511745",""
"WWE Day of Reckoning 2","GC","2005","Fighting","260","70","NA","10","340","76","36","60","263","68","0.039189469559003",""
"Medal of Honor","PC","2010","Shooter","200","230","NA","60","490","72","26","64","506","68","0.056478941423269",""
"The Lord of the Rings: War in the North","PC","2011","Action","50","110","NA","30","190","66","20","70","289","68","0.021899997694737",""
"The LEGO Movie Videogame","PC","2014","Action","20","40","NA","NA","60","68","7","68","33","68","0.0069157887457064",""
"Gothic 3","PC","2006","Role-Playing","NA","50","NA","10","60","63","39","73","509","68","0.0069157887457064",""
"Song of the Deep","PC","2016","Action","30","NA","NA","NA","30","73","2","63","5","68","0.0034578943728532",""
"Maximum Capacity: Hotel Giant","PC","2002","Strategy","NA","20","NA","NA","20","59","NA","77","9","68","0.0023052629152355",""
"Vanguard Bandits","PS","1998","Strategy","40","30","NA","NA","70","62","5","74","5","68","0.0080684202033242",""
"Crash Bandicoot: The Wrath of Cortex","PS2","2001","Platform","2070","2290","240","820","5420","66","22","70","56","68","0.62472625002882",""
"Suikoden IV","PS2","2004","Role-Playing","170","130","300","50","660","63","44","73","47","68","0.076073676202771",""
"Fullmetal Alchemist and the Broken Angel","PS2","2003","Role-Playing","150","120","260","40","560","56","35","80","38","68","0.064547361626594",""
"Crash Tag Team Racing","PS2","2005","Racing","270","210","NA","70","540","66","20","70","49","68","0.062242098711358",""
"Superman: Shadow of Apokolips","PS2","2002","Action","210","160","NA","50","420","64","22","72","9","68","0.048410521219945",""
"FIFA Street 2","PS2","2006","Sports","170","130","20","40","370","59","27","77","42","68","0.042647363931856",""
"ESPN X Games Skateboarding","PS2","2001","Sports","180","140","NA","50","360","58","5","78","4","68","0.041494732474239",""
"NBA ShootOut 2004","PS2","2003","Sports","130","100","NA","30","260","58","9","78","8","68","0.029968417898061",""
"Magna Carta: Tears of Blood","PS2","2004","Role-Playing","110","80","NA","30","220","66","34","70","22","68","0.02535789206759",""
"Shaman King: Power of Spirit","PS2","2004","Adventure","60","50","NA","20","130","54","9","82","7","68","0.014984208949031",""
"AirForce Delta Strike","PS2","2004","Simulation","50","40","NA","10","110","66","22","70","6","68","0.012678946033795",""
"Real World Golf","PS2","2005","Sports","50","40","NA","10","110","73","NA","63","4","68","0.012678946033795",""
"Digimon Rumble Arena 2","PS2","2004","Fighting","50","40","NA","10","90","63","9","73","23","68","0.01037368311856",""
"P.T.O. IV: Pacific Theater of Operations","PS2","2002","Strategy","40","30","NA","10","80","70","2","66","5","68","0.0092210516609419",""
"Fighter Maker 2","PS2","2002","Fighting","30","30","NA","10","70","58","NA","78","5","68","0.0080684202033242",""
"Call of Duty: Black Ops II","PS3","2012","Shooter","4990","5730","650","2420","13790","83","20","53","922","68","1.5894787800549",""
"Dead Island","PS3","2011","Action","1080","730","150","310","2270","70","40","66","405","68","0.26164734087923",""
"Star Wars: The Force Unleashed","PS3","2008","Action","1010","850","NA","350","2210","70","47","66","233","68","0.25473155213352",""
"Skylanders SWAP Force","PS3","2013","Platform","430","420","NA","170","1020","83","30","53","33","68","0.11756840867701",""
"Blazing Angels: Squadrons of WWII","PS3","2006","Simulation","350","220","NA","100","660","67","26","69","9","68","0.076073676202771",""
"Payday 2","PS3","2013","Shooter","220","140","NA","80","430","74","2","62","80","68","0.049563152677563",""
"Harry Potter and the Half-Blood Prince","PS3","2009","Action","150","120","NA","50","330","66","35","70","7","68","0.038036838101385",""
"Trivial Pursuit","PS3","2009","Misc","120","110","NA","50","280","66","3","70","7","68","0.032273680813297",""
"Atelier Ayesha: The Alchemist of Dusk","PS3","2012","Role-Playing","60","40","140","20","260","70","7","66","20","68","0.029968417898061",""
"The Bureau: XCOM Declassified","PS3","2013","Shooter","80","130","NA","40","250","69","22","67","79","68","0.028815786440444",""
"Splatterhouse","PS3","1988","Action","130","20","NA","20","160","59","49","77","67","68","0.018442103321884",""
"Dynasty Warriors 8: Xtreme Legends","PS3","2013","Action","20","20","110","10","160","68","4","68","9","68","0.018442103321884",""
"NHL 2K10","PS3","2009","Sports","130","10","NA","10","150","66","23","70","8","68","0.017289471864266",""
"Destiny","PS4","2014","Shooter","2490","2070","160","920","5640","76","95","60","5380","68","0.65008414209641",""
"NHL 17","PS4","2016","Sports","190","80","NA","60","330","78","26","58","67","68","0.038036838101385",""
"Battleborn","PS4","2016","Shooter","120","80","20","40","260","68","55","68","402","68","0.029968417898061",""
"Ride","PS4","2015","Racing","40","130","30","30","220","66","30","70","47","68","0.02535789206759",""
"EVE: Valkyrie","PS4","2016","Shooter","30","50","NA","20","100","73","26","63","37","68","0.011526314576177",""
"Battlezone","PS4","2016","Action","20","20","NA","10","40","66","39","70","30","68","0.004610525830471",""
"Worms: Open Warfare","PSP","2006","Strategy","110","430","NA","230","770","70","22","66","8","68","0.088752622236566",""
"Spider-Man 2","PSP","2005","Action","350","210","NA","140","700","67","43","69","8","68","0.080684202033242",""
"Naruto: Ultimate Ninja Heroes","PSP","2006","Fighting","260","NA","NA","NA","260","70","NA","66","NA","68","0.029968417898061",""
"Driver '76","PSP","2007","Racing","30","140","NA","70","240","57","28","79","8","68","0.027663154982826",""
"The Con","PSP","2005","Fighting","180","NA","NA","20","200","63","37","73","6","68","0.023052629152355",""
"WWE All Stars","PSP","2011","Fighting","120","40","NA","30","180","70","4","66","5","68","0.020747366237119",""
"Shadow of Destiny","PSP","2009","Adventure","80","NA","NA","10","90","54","6","82","5","68","0.01037368311856",""
"Madden NFL 13","PSV","2012","Sports","280","NA","NA","20","300","63","6","73","38","68","0.034578943728532",""
"Skylanders: Spyro's Adventure","Wii","2011","Action","1350","1130","NA","300","2780","80","NA","56","30","68","0.32043154521773",""
"Call of Duty 3","Wii","2006","Shooter","1170","840","NA","230","2240","69","42","67","60","68","0.25818944650637",""
"Sonic Riders: Zero Gravity","Wii","2008","Racing","480","320","20","90","910","56","26","80","57","68","0.10488946264321",""
"Crash: Mind Over Mutant","Wii","2008","Platform","350","50","NA","30","430","70","3","66","6","68","0.049563152677563",""
"The BIGS","Wii","2007","Sports","340","NA","NA","30","370","66","5","70","4","68","0.042647363931856",""
"ExerBeat","Wii","2010","Sports","100","160","NA","30","290","60","9","76","5","68","0.033426312270914",""
"Racquet Sports","Wii","2010","Sports","130","90","NA","20","240","50","8","86","5","68","0.027663154982826",""
"The Lord of the Rings: Aragorn's Quest","Wii","2010","Action","170","50","NA","20","230","58","20","78","5","68","0.026510523525208",""
"Let's TAP","Wii","2008","Misc","80","60","10","20","170","70","47","66","NA","68","0.019594734779502",""
"Thor: God of Thunder","Wii","2011","Action","100","40","NA","10","150","56","4","80","9","68","0.017289471864266",""
"Sonic Lost World","WiiU","2013","Platform","230","120","10","30","390","63","64","73","460","68","0.044952626847092",""
"NBA 2K14","X360","2013","Sports","2100","190","NA","230","2520","87","23","49","50","68","0.29046312731967",""
"Madden NFL 25","X360","2013","Sports","1980","60","NA","190","2230","80","32","56","36","68","0.25703681504876",""
"Shaun White Snowboarding","X360","2008","Sports","480","250","NA","80","810","60","48","76","25","68","0.12844502235895",""
"DmC: Devil May Cry","X360","2013","Action","260","120","10","40","440","86","65","50","438","68","0.069772604738194",""
"Deadpool","X360","2013","Action","260","130","NA","40","430","62","49","74","368","68","0.068186863721417",""
"Ninja Blade","X360","2009","Action","140","140","20","30","330","68","65","68","55","68","0.052329453553646",""
"Fuel","X360","2009","Racing","90","180","NA","40","310","66","45","70","45","68","0.049157971520091",""
"Harry Potter and the Order of the Phoenix","X360","2007","Action","240","30","NA","20","290","68","38","68","20","68","0.045986489486537",""
"GRID 2","X360","2013","Racing","80","160","NA","30","270","78","50","58","56","68","0.042815007452983",""
"NHL 2K9","X360","2008","Sports","150","10","NA","10","170","69","33","67","7","68","0.026957597285211",""
"Cars: Mater-National Championship","X360","2007","Racing","130","NA","NA","10","140","58","9","78","6","68","0.02220037423488",""
"Killer is Dead","X360","2013","Action","80","20","10","10","120","64","38","72","44","68","0.019028892201326",""
"Battle Fantasia","X360","2008","Fighting","70","NA","10","10","90","70","22","66","8","68","0.014271669150994",""
"F.E.A.R. Files","X360","2007","Shooter","70","10","NA","10","90","66","43","70","6","68","0.014271669150994",""
"Madden NFL 08","XB","2007","Sports","220","60","NA","10","290","76","6","60","4","68","0.045986489486537",""
"Sonic Riders","XB","2006","Racing","100","30","NA","NA","130","56","33","80","7","68","0.020614633218103",""
"BMX XXX","XB","2002","Sports","80","20","NA","NA","110","58","26","78","9","68","0.017443151184549",""
"World Racing","XB","2003","Racing","50","10","NA","NA","70","56","4","80","8","68","0.01110018711744",""
"NFL Blitz Pro","XB","2003","Sports","40","10","NA","NA","50","70","4","66","8","68","0.0079287050838857",""
"FIFA 15","XOne","2014","Sports","600","1420","NA","160","2180","82","33","54","347","68","0.34569154165742",""
"Watch Dogs","XOne","2014","Action","900","530","NA","140","1570","78","5","58","702","68","0.24896133963401",""
"EA Sports UFC 2","XOne","2016","Sports","240","140","NA","40","410","76","42","60","77","68","0.065015381687863",""
"Animal Crossing: Happy Home Designer","3DS","2015","Simulation","510","1020","1400","120","3050","66","60","69","6","67.5","0.48365101011703",""
"Sonic Generations","3DS","2011","Platform","440","470","10","90","1020","66","29","69","8","67.5","0.16174558371127",""
"LEGO Harry Potter: Years 5-7","3DS","2011","Action","180","190","NA","30","400","70","7","65","NA","67.5","0.063429640671086",""
"Harvest Moon DS: Island of Happiness","DS","2007","Simulation","430","10","250","40","720","65","5","70","22","67.5","0.11417335320795",""
"Asphalt: Urban GT","DS","2004","Racing","310","220","NA","60","590","60","38","75","3","67.5","0.093558719989851",""
"Purr Pals","DS","2007","Simulation","180","350","NA","20","550","67","4","68","6","67.5","0.087215755922743",""
"CrossworDS","DS","2008","Puzzle","500","NA","NA","40","550","67","9","68","6","67.5","0.087215755922743",""
"Band Hero","DS","2009","Misc","200","190","NA","40","430","65","8","70","4","67.5","0.068186863721417",""
"Shrek the Third","DS","2007","Action","260","10","NA","20","300","70","6","65","4","67.5","0.047572230503314",""
"Madden NFL 07","DS","2006","Sports","200","NA","NA","20","210","70","9","65","NA","67.5","0.03330056135232",""
"X-Men Origins: Wolverine","DS","2009","Action","150","30","NA","20","200","55","8","80","8","67.5","0.031714820335543",""
"Need for Speed Underground 2","DS","2005","Racing","110","20","NA","10","130","65","3","70","25","67.5","0.020614633218103",""
"Disney's Kim Possible: Kimmunicator","DS","2005","Platform","110","10","NA","10","130","60","4","75","4","67.5","0.020614633218103",""
"Rhapsody: A Musical Adventure","DS","2008","Role-Playing","50","NA","NA","NA","50","67","24","68","2","67.5","0.0079287050838857",""
"Fullmetal Alchemist: Trading Card Game","DS","2007","Misc","10","NA","NA","NA","10","60","7","75","4","67.5","0.0015857410167771",""
"Ultimate Spider-Man","GBA","2005","Action","220","80","NA","10","300","62","4","73","2","67.5","0.047572230503314",""
"Space Channel 5: Ulala's Cosmic Attack","GBA","2002","Misc","10","NA","NA","NA","20","55","5","80","5","67.5","0.0031714820335543",""
"Crash Bandicoot: The Wrath of Cortex","GC","2002","Platform","460","120","NA","20","590","62","NA","73","22","67.5","0.093558719989851",""
"Digimon World 4","GC","2005","Role-Playing","70","20","NA","NA","90","55","4","80","9","67.5","0.014271669150994",""
"Pac-Man World Rally","GC","2006","Racing","60","20","NA","NA","80","57","NA","78","4","67.5","0.012685928134217",""
"Cel Damage","GC","2002","Racing","50","10","NA","NA","60","67","2","68","NA","67.5","0.0095144461006628",""
"Sid Meier's Civilization: Beyond Earth","PC","2014","Strategy","110","220","NA","30","360","80","78","55","27","67.5","0.057086676603977",""
"Tom Clancy's Splinter Cell: Conviction","PC","2010","Action","NA","80","NA","20","110","83","20","52","672","67.5","0.017443151184549",""
"Castlevania: Lords of Shadow 2","PC","2014","Action","10","30","NA","NA","40","58","6","77","498","67.5","0.0063429640671086",""
"Tom Clancy's EndWar","PC","2009","Strategy","NA","20","NA","NA","20","68","24","67","42","67.5","0.0031714820335543",""
"Tiger Woods PGA Tour 2005","PC","2004","Sports","NA","10","NA","NA","10","90","6","45","39","67.5","0.0015857410167771",""
"Alien Resurrection","PS","2000","Shooter","90","60","NA","10","160","60","2","75","5","67.5","0.025371856268434",""
"Disney's Donald Duck: Goin' Quackers","PS","2000","Platform","80","60","NA","10","150","65","4","70","NA","67.5","0.023786115251657",""
"The Weakest Link","PS","2001","Misc","50","30","NA","10","90","63","7","72","6","67.5","0.014271669150994",""
"Harry Potter and the Goblet of Fire","PS2","2005","Action","540","20","NA","90","650","68","29","67","48","67.5","0.10307316609051",""
"Resident Evil Outbreak File #2","PS2","2004","Action","190","150","170","50","570","58","35","77","70","67.5","0.090387237956297",""
"Batman: Vengeance","PS2","2001","Adventure","270","210","NA","70","550","68","9","67","2","67.5","0.087215755922743",""
"Fantavision","PS2","2000","Puzzle","140","110","190","40","470","72","8","63","9","67.5","0.074529827788526",""
"NFL Head Coach","PS2","2006","Sports","380","10","NA","60","450","66","22","69","5","67.5","0.071358345754971",""
"MX vs. ATV Untamed","PS2","2007","Racing","320","10","NA","50","380","53","3","82","5","67.5","0.060258158637531",""
"InuYasha: Feudal Combat","PS2","2005","Fighting","130","100","NA","30","270","52","4","83","20","67.5","0.042815007452983",""
