"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales","Client"
"Spider-Man 3","PS2","2007","Platform","740","30","10","120","900","50","4","65","28","57.5","0.31038763967444","393"
"Big Mutha Truckers","PS2","2002","Racing","410","320","NA","110","840","62","5","53","20","57.5","0.28969513036281","21"
"The Terminator: Dawn of Fate","PS2","2002","Action","200","160","NA","50","410","58","7","57","8","57.5","0.14139881362947","963"
"Eternal Ring","PS2","2000","Role-Playing","100","70","100","30","300","62","3","53","9","57.5","0.10346254655815","295"
"Showdown: Legends of Wrestling","PS2","2004","Fighting","150","110","NA","40","300","55","24","60","7","57.5","0.10346254655815","886"
"Bass Strike","PS2","2001","Sports","140","110","NA","40","280","57","NA","58","4","57.5","0.09656504345427","750"
"Pac-Man World 3","PS2","2005","Platform","100","80","NA","30","210","63","22","52","3","57.5","0.072423782590702","493"
"Robin Hood: Defender of the Crown","PS2","2003","Strategy","90","70","NA","20","190","59","8","56","5","57.5","0.065526279486826","636"
"Catwoman","PS2","2004","Action","80","60","NA","20","170","46","35","69","3","57.5","0.058628776382949","547"
"The Guy Game","PS2","2004","Misc","70","50","NA","20","130","48","20","67","3","57.5","0.044833770175197","889"
"Medal of Honor: Warfighter","PS3","2012","Action","480","620","60","260","1410","55","22","60","250","57.5","0.48627396882329","812"
"Hyperdimension Neptunia","PS3","2010","Role-Playing","220","90","70","40","430","45","30","70","48","57.5","0.14829631673334","79"
"Lost Planet 3","PS3","2013","Shooter","70","50","60","20","210","60","30","55","2","57.5","0.072423782590702","761"
"Eat Lead: The Return of Matt Hazard","PS3","2009","Shooter","90","20","NA","10","130","50","38","65","20","57.5","0.044833770175197","711"
"Superstars V8 Racing","PS3","2009","Racing","NA","20","NA","10","30","66","29","49","9","57.5","0.010346254655815","661"
"Call of Duty: Ghosts","PS4","2013","Shooter","1780","1430","50","570","3830","78","49","37","564","57.5","1.3208718443923","738"
"No Man's Sky","PS4","2016","Action","630","760","30","270","1700","70","94","45","5096","57.5","0.58628776382949","206"
"NBA Live 15","PS4","2014","Sports","160","40","NA","40","230","59","24","56","86","57.5","0.079321285694579","276"
"Alone in the Dark","X360","2008","Adventure","140","300","NA","50","480","58","53","57","62","57.5","0.16554007449303","730"
"Guitar Hero: Van Halen","X360","2009","Misc","160","100","NA","30","290","57","34","58","7","57.5","0.10001379500621","383"
"Angry Birds Star Wars","X360","2013","Strategy","160","100","NA","20","280","59","3","56","25","57.5","0.09656504345427","855"
"NASCAR '14","X360","2014","Racing","150","NA","NA","20","170","65","4","50","4","57.5","0.058628776382949","736"
"Venetica","X360","2010","Role-Playing","90","30","NA","10","130","42","4","73","8","57.5","0.044833770175197","792"
"The First Templar","X360","2011","Action","60","40","NA","10","100","52","20","63","26","57.5","0.034487515519382","214"
"Bullet Witch","X360","2006","Shooter","70","10","20","10","100","55","59","60","40","57.5","0.034487515519382","24"
"Deadliest Catch: Alaskan Storm","X360","2008","Sports","40","NA","NA","NA","50","56","4","59","5","57.5","0.017243757759691","487"
"Driver: Parallel Lines","XB","2006","Racing","50","10","NA","NA","70","69","30","46","7","57.5","0.024141260863567","96"
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","XOne","2016","Action","30","10","NA","NA","40","55","4","60","38","57.5","0.013795006207753","154"
"Need For Speed: Undercover","PC","2008","Racing","NA","70","NA","10","80","65","8","49","230","57","0.027590012415506","36"
"Lara Croft Tomb Raider: The Angel of Darkness","PS2","2003","Action","610","480","NA","160","1250","52","37","62","6","57","0.43109394399227","186"
"The Mummy Returns","PS2","2001","Action","250","190","NA","60","500","44","3","70","NA","57","0.17243757759691","732"
"The Powerpuff Girls: Relish Rampage","PS2","2002","Action","220","170","NA","60","450","46","5","68","5","57","0.15519381983722","340"
"Madagascar: Escape 2 Africa","PS2","2008","Action","120","NA","NA","260","380","56","4","58","6","57","0.13105255897365","589"
"Mister Mosquito","PS2","2001","Shooter","50","40","170","10","280","65","23","49","NA","57","0.09656504345427","337"
"Dragon Rage","PS2","2001","Shooter","30","20","NA","10","60","50","9","64","9","57","0.020692509311629","879"
"Ferrari F355 Challenge","PS2","2002","Racing","30","20","NA","10","50","70","4","44","5","57","0.017243757759691","305"
"WarJetz","PS2","2001","Shooter","20","20","NA","10","40","59","9","55","4","57","0.013795006207753","717"
"Dance Factory","PS2","2006","Action","20","10","NA","NA","30","56","22","58","8","57","0.010346254655815","981"
"Cabela's Dangerous Hunts 2011","PS3","2010","Sports","260","40","NA","30","330","60","4","54","9","57","0.11380880121396","421"
"Ar tonelico Qoga: Knell of Ar Ciel","PS3","2010","Role-Playing","80","10","130","10","240","60","27","54","NA","57","0.082770037246517","836"
"Warriors: Legends of Troy","PS3","2011","Action","60","40","70","20","190","44","22","70","24","57","0.065526279486826","202"
"MLB Front Office Manager","PS3","2009","Sports","70","NA","NA","10","80","49","8","65","8","57","0.027590012415506","46"
"The Crew","PS4","2014","Racing","350","1080","30","260","1720","60","60","54","575","57","0.59318526693337","480"
"Monopoly","X360","2008","Misc","340","200","NA","60","590","56","9","58","7","57","0.20347634156435","319"
"Epic Mickey 2: The Power of Two","X360","2012","Action","320","150","NA","40","510","59","35","55","22","57","0.17588632914885","581"
"Kingdom Under Fire: Circle of Doom","X360","2007","Role-Playing","180","120","40","30","370","55","44","59","49","57","0.12760380742171","936"
"MotionSports: Adrenaline","X360","2011","Sports","140","100","NA","30","270","40","8","74","7","57","0.093116291902331","12"
"IHRA Drag Racing 2004","XB","2003","Racing","150","40","NA","10","200","40","5","74","7","57","0.068975031038764","481"
"Front Mission Evolved","PC","2010","Shooter","50","NA","NA","NA","50","63","3","50","48","56.5","0.017243757759691","74"
"Payday 2","PC","2013","Shooter","40","NA","NA","10","50","79","50","34","3558","56.5","0.017243757759691","957"
"APB Reloaded","PC","2011","Role-Playing","20","10","NA","NA","40","56","2","57","269","56.5","0.013795006207753","752"
"Stronghold Crusader Extreme","PC","2008","Strategy","NA","20","NA","NA","20","45","NA","68","45","56.5","0.0068975031038764","883"
"50 Cent: Bulletproof","PS2","2005","Action","850","760","NA","160","1770","47","20","66","29","56.5","0.61042902469306","872"
"SEGA Classics Collection","PS2","2005","Misc","210","160","NA","50","430","46","8","67","6","56.5","0.14829631673334","865"
"Robots","PS2","2005","Action","180","140","NA","50","360","53","6","60","8","56.5","0.12415505586978","404"
"Dino Stalker","PS2","2002","Shooter","70","60","80","20","220","50","8","63","8","56.5","0.07587253414264","122"
"James Cameron's Dark Angel","PS2","2002","Action","80","70","NA","20","170","48","7","65","9","56.5","0.058628776382949","285"
"Drakengard 2","PS2","2005","Role-Playing","60","50","NA","20","130","58","34","55","49","56.5","0.044833770175197","240"
"Ninja Assault","PS2","2002","Shooter","50","40","NA","10","110","60","7","53","4","56.5","0.03793626707132","354"
"Sniper: Ghost Warrior","PS3","2011","Shooter","270","340","40","130","790","53","7","60","34","56.5","0.27245137260312","979"
"Genji: Days of the Blade","PS3","2006","Action","180","370","60","140","750","55","46","58","30","56.5","0.25865636639536","749"
"Transformers: Dark of the Moon","PS3","2011","Action","110","180","NA","60","340","57","40","56","27","56.5","0.1172575527659","115"
"AC/DC LIVE: Rock Band Track Pack","PS3","2008","Misc","210","10","NA","20","240","60","2","53","4","56.5","0.082770037246517","635"
"WRC: FIA World Rally Championship","PS3","2010","Racing","NA","140","10","40","200","68","24","45","4","56.5","0.068975031038764","724"
"PlayStation Move Heroes","PS3","2011","Platform","80","60","NA","30","170","53","39","60","6","56.5","0.058628776382949","998"
"Fairytale Fights","PS3","2009","Action","110","30","NA","20","170","53","34","60","22","56.5","0.058628776382949","380"
"NBA 09: The Inside","PS3","2008","Sports","140","NA","NA","10","150","63","7","50","7","56.5","0.051731273279073","791"
"NASCAR '14","PS3","2014","Racing","90","NA","NA","20","110","67","7","46","20","56.5","0.03793626707132","922"
"Skylanders: SuperChargers","PS4","2015","Action","170","80","NA","50","310","80","50","33","29","56.5","0.10691129811008","817"
"Natural Doctrine","PS4","2014","Role-Playing","50","20","20","10","100","53","30","60","79","56.5","0.034487515519382","920"
"Wall-E","X360","2008","Platform","290","260","NA","70","620","50","32","63","6","56.5","0.21382259622017","795"
"Dragon Ball Z: Ultimate Tenkaichi","X360","2011","Fighting","390","100","10","40","540","55","24","58","52","56.5","0.18623258380466","270"
"Shaun White Skateboarding","X360","2010","Sports","100","50","NA","10","160","60","34","53","7","56.5","0.055180024831011","495"
"Supreme Commander","X360","2008","Strategy","70","10","NA","10","90","56","24","57","9","56.5","0.031038763967444","446"
"Shrek Super Party","XB","2002","Misc","100","30","NA","NA","130","33","9","80","NA","56.5","0.044833770175197","531"
"Mafia III","XOne","2016","Action","280","290","NA","50","620","67","20","46","274","56.5","0.21382259622017","86"
"WWE 2K15","XOne","2014","Sports","290","230","NA","50","570","56","25","57","63","56.5","0.19657883846048","375"
"Airline Tycoon 2","PC","2011","Simulation","NA","40","NA","10","50","57","4","55","30","56","0.017243757759691","730"
"Pro Cycling Manager 2016","PC","2016","Sports","NA","30","NA","NA","30","64","6","48","5","56","0.010346254655815","332"
"Doom 3 BFG Edition","PC","2012","Shooter","NA","20","NA","NA","30","59","2","53","200","56","0.010346254655815","712"
"Lost: Via Domus","PC","2008","Action","NA","10","NA","NA","20","52","22","60","38","56","0.0068975031038764","573"
"Football Manager Live","PC","2009","Sports","NA","10","NA","NA","10","82","23","30","45","56","0.0034487515519382","284"
"Alone in the Dark","PC","2008","Adventure","NA","10","NA","NA","10","55","9","57","48","56","0.0034487515519382","137"
"Driv3r","PS2","2004","Racing","600","470","NA","160","1230","57","50","55","2","56","0.4241964408884","305"
"Orphen: Scion of Sorcery","PS2","2000","Role-Playing","150","120","NA","40","310","54","5","58","8","56","0.10691129811008","390"
"Get On Da Mic","PS2","2004","Misc","70","60","NA","20","150","49","29","63","7","56","0.051731273279073","336"
"Death By Degrees","PS2","2005","Action","50","40","NA","10","100","50","45","62","24","56","0.034487515519382","929"
"Pirates: Legend of the Black Buccaneer","PS2","2006","Adventure","10","10","NA","NA","20","42","4","70","5","56","0.0068975031038764","831"
"Dragon Ball Z: Ultimate Tenkaichi","PS3","2011","Fighting","270","180","90","70","610","58","26","54","77","56","0.21037384466823","93"
"Def Jam Icon","PS3","2007","Action","160","190","NA","80","420","68","38","44","40","56","0.1448475651814","909"
"Tiger Woods PGA Tour 14","PS3","2013","Sports","160","140","NA","70","370","74","28","38","26","56","0.12760380742171","626"
"Sniper: Ghost Warrior 2","PS3","2013","Shooter","50","180","30","70","330","52","5","60","82","56","0.11380880121396","910"
"Major League Baseball 2K12","PS3","2012","Sports","180","NA","NA","20","190","68","8","44","5","56","0.065526279486826","22"
"The Chronicles of Narnia: Prince Caspian","PS3","2008","Action","140","10","NA","20","170","56","6","56","8","56","0.058628776382949","998"
"Create","PS3","2010","Action","110","30","NA","20","160","60","23","52","5","56","0.055180024831011","660"
"Supremacy MMA","PS3","2011","Fighting","70","30","NA","20","120","47","7","65","4","56","0.041385018623258","643"
"Venetica","PS3","2010","Role-Playing","70","30","NA","10","120","47","4","65","6","56","0.041385018623258","78"
"WWE 2K15","PS4","2014","Sports","390","570","NA","190","1150","62","44","50","64","56","0.39660642847289","146"
"Bound By Flame","PS4","2014","Role-Playing","80","90","NA","30","190","53","40","59","230","56","0.065526279486826","781"
"Superman Returns","X360","2006","Action","230","10","NA","20","260","50","48","62","49","56","0.089667540350393","738"
"Bakugan: Battle Brawlers","X360","2009","Action","200","20","NA","20","240","60","6","52","9","56","0.082770037246517","433"
"AC/DC LIVE: Rock Band Track Pack","X360","2008","Misc","210","NA","NA","20","230","63","6","49","NA","56","0.079321285694579","702"
"X-Men: The Official Game","X360","2006","Action","160","NA","NA","10","170","52","57","60","20","56","0.058628776382949","387"
"Fairytale Fights","X360","2009","Action","140","20","NA","10","170","50","47","62","2","56","0.058628776382949","119"
"Cars: Race-O-Rama","X360","2009","Racing","140","10","NA","10","150","54","8","58","5","56","0.051731273279073","180"
"Hail to the Chimp","X360","2008","Misc","50","NA","NA","NA","60","52","23","60","7","56","0.020692509311629","954"
"Lucha Libre AAA: Heroes del Ring","X360","2010","Fighting","50","NA","NA","NA","50","49","NA","63","2","56","0.017243757759691","154"
"Rapala Fishing Frenzy 2009","X360","2008","Sports","40","NA","NA","NA","50","40","5","72","6","56","0.017243757759691","615"
"25 to Life","XB","2006","Shooter","120","40","NA","10","170","40","20","72","3","56","0.058628776382949","172"
"Jaws Unleashed","XB","2006","Action","110","30","NA","10","150","50","29","62","9","56","0.051731273279073","904"
"The Italian Job","XB","2003","Racing","60","20","NA","NA","80","54","22","58","5","56","0.027590012415506","576"
"Wings of War","XB","2004","Simulation","50","10","NA","NA","60","62","29","50","5","56","0.020692509311629","540"
"Tron 2.0: Killer App","XB","2004","Action","40","10","NA","NA","60","69","36","43","4","56","0.020692509311629","839"
"Assassin's Creed: Unity","XOne","2014","Action","2270","900","NA","330","3500","72","59","40","5","56","1.2070630431784","306"
"Duke Nukem Forever","PC","2011","Shooter","180","170","NA","60","410","54","48","57","83","55.5","0.14139881362947","837"
"Dungeons","PC","2011","Strategy","70","20","NA","10","90","65","35","46","6","55.5","0.031038763967444","424"
"Ship Simulator Extremes","PC","2010","Simulation","NA","40","NA","10","50","49","5","62","27","55.5","0.017243757759691","141"
"FIFA Manager 12","PC","2011","Sports","NA","30","NA","10","50","72","NA","39","24","55.5","0.017243757759691","497"
"Blazing Angels: Squadrons of WWII","PC","2006","Simulation","20","NA","NA","NA","20","65","6","46","7","55.5","0.0068975031038764","562"
"Power Rangers: Dino Thunder","PS2","2004","Action","350","270","NA","90","710","49","6","62","5","55.5","0.24486136018761","363"
"Evolution Skateboarding","PS2","2002","Sports","130","100","NA","30","260","44","4","67","9","55.5","0.089667540350393","802"
"Britney's Dance Beat","PS2","2002","Misc","120","90","NA","30","240","63","20","48","20","55.5","0.082770037246517","121"
"Pryzm Chapter One: The Dark Unicorn","PS2","2002","Adventure","60","50","NA","20","120","59","8","52","6","55.5","0.041385018623258","116"
"Ephemeral Fantasia","PS2","2000","Role-Playing","40","30","NA","10","80","48","6","63","39","55.5","0.027590012415506","802"
"Cars: Mater-National Championship","PS3","2007","Racing","370","10","NA","30","410","63","8","48","4","55.5","0.14139881362947","50"
"Monsters vs. Aliens","PS3","2009","Action","210","50","NA","40","300","66","8","45","4","55.5","0.10346254655815","117"
"Test Drive: Ferrari Legends","PS3","2012","Racing","40","NA","NA","10","40","62","9","49","22","55.5","0.013795006207753","931"
"Call of Duty: Infinite Warfare","PS4","2016","Shooter","1610","2000","150","710","4460","77","82","34","29","55.5","1.5381431921644","960"
"Street Fighter V","PS4","2016","Fighting","400","280","80","140","900","77","80","34","220","55.5","0.31038763967444","505"
"Pirates of the Caribbean: At World's End","X360","2007","Action","290","20","NA","30","340","58","42","53","20","55.5","0.1172575527659","674"
"Turning Point: Fall of Liberty","X360","2008","Shooter","230","40","NA","20","290","43","44","68","87","55.5","0.10001379500621","633"
"NASCAR 08","X360","2007","Racing","260","NA","NA","20","290","59","29","52","30","55.5","0.10001379500621","961"
"MySims SkyHeroes","X360","2010","Action","90","NA","NA","10","100","56","5","55","4","55.5","0.034487515519382","926"
"Winter Stars","X360","2011","Sports","50","30","NA","10","90","46","9","65","4","55.5","0.031038763967444","586"
"Supremacy MMA","X360","2011","Fighting","50","20","NA","10","80","49","7","62","NA","55.5","0.027590012415506","953"
"uDraw Studio: Instant Artist","X360","2011","Misc","10","10","NA","NA","20","54","5","57","6","55.5","0.0068975031038764","339"
"Sniper: Ghost Warrior","PC","2010","Shooter","NA","130","NA","30","160","55","23","55","267","55","0.055180024831011","396"
"Sniper: Ghost Warrior 2","PC","2013","Shooter","20","50","NA","10","80","52","24","58","320","55","0.027590012415506","894"
"FIFA Soccer 10","PC","2009","Sports","NA","40","NA","10","50","72","4","38","59","55","0.017243757759691","928"
"Disciples III: Renaissance","PC","2010","Strategy","NA","10","NA","NA","20","56","36","54","5","55","0.0068975031038764","62"
"Spider-Man: Friend or Foe","PC","2007","Action","10","NA","NA","NA","10","57","9","53","NA","55","0.0034487515519382","169"
"Juiced 2: Hot Import Nights","PC","2007","Racing","NA","10","NA","NA","10","60","6","50","42","55","0.0034487515519382","669"
"Pac-Man Fever","PS2","2001","Misc","250","200","NA","70","510","47","4","63","7","55","0.17588632914885","764"
"Bratz: Rock Angelz","PS2","2005","Misc","190","150","NA","50","380","60","7","50","7","55","0.13105255897365","279"
"The Incredible Hulk","PS2","2008","Action","320","10","NA","50","380","50","4","60","5","55","0.13105255897365","94"
"The Legend of Alon D'ar","PS2","2001","Role-Playing","40","30","NA","10","80","43","4","67","NA","55","0.027590012415506","323"
"Without Warning","PS2","2005","Shooter","20","10","NA","NA","40","45","25","65","8","55","0.013795006207753","907"
"Spy Hunter: Nowhere To Run","PS2","2006","Racing","10","10","NA","NA","20","50","20","60","6","55","0.0068975031038764","95"
"Eureka Seven Vol. 2: The New Vision","PS2","2006","Shooter","NA","NA","20","NA","20","40","7","70","5","55","0.0068975031038764","121"
"Baja: Edge of Control","PS3","2008","Racing","100","80","NA","30","210","60","20","50","NA","55","0.072423782590702","877"
"The King of Fighters XII","PS3","2009","Fighting","110","10","30","10","160","57","48","53","46","55","0.055180024831011","690"
"Knights Contract","PS3","2011","Action","40","30","NA","10","80","50","37","60","8","55","0.027590012415506","125"
"Inversion","PS3","2012","Shooter","30","30","NA","10","70","56","23","54","43","55","0.024141260863567","728"
"You're in the Movies","X360","2008","Misc","270","170","NA","50","480","55","20","55","20","55","0.16554007449303","591"
"Blood Bowl","X360","2009","Sports","130","20","NA","10","160","60","28","50","9","55","0.055180024831011","106"
"Chaotic: Shadow Warriors","X360","2009","Action","140","NA","NA","10","160","60","4","50","4","55","0.055180024831011","178"
"Space Chimps","X360","2008","Platform","100","NA","NA","10","110","57","7","53","2","55","0.03793626707132","625"
"America's Army: True Soldiers","X360","2007","Shooter","80","NA","NA","10","80","43","NA","67","55","55","0.027590012415506","590"
"Dragon Ball Z: Sagas","XB","2005","Fighting","180","50","NA","10","240","50","NA","60","8","55","0.082770037246517","118"
"Kinect Sports Rivals","XOne","2014","Sports","300","230","20","50","600","60","53","50","44","55","0.20692509311629","570"
"The Sims 4","PC","2014","Simulation","1000","1820","NA","230","3050","70","74","39","2057","54.5","1.0518692233412","417"
"Medal of Honor: Warfighter","PC","2012","Action","140","150","NA","40","330","55","30","54","599","54.5","0.11380880121396","190"
"Need for Speed Rivals","PC","2013","Racing","40","190","NA","20","250","76","6","33","546","54.5","0.086218788798455","979"
"Quantum Break","PC","2016","Action","NA","10","NA","NA","20","66","4","43","539","54.5","0.0068975031038764","219"
"The Lord of the Rings: The Fellowship of the Ring","PS2","2002","Action","590","460","NA","150","1200","59","9","50","20","54.5","0.41385018623258","474"
"Atari Anthology","PS2","2004","Misc","330","10","NA","50","400","66","2","43","6","54.5","0.13795006207753","907"
"WWE Crush Hour","PS2","2003","Racing","170","130","NA","40","350","56","3","53","8","54.5","0.12070630431784","250"
"Blade II","PS2","2002","Action","150","120","NA","40","310","49","20","60","4","54.5","0.10691129811008","514"
"Spider-Man: Web of Shadows","PS2","2008","Action","100","80","NA","30","210","69","4","40","6","54.5","0.072423782590702","351"
"Dark Angel: Vampire Apocalypse","PS2","2001","Role-Playing","40","30","NA","10","90","53","9","56","5","54.5","0.031038763967444","332"
"Fantastic Four: Rise of the Silver Surfer","PS3","2007","Action","120","20","NA","20","150","47","26","62","NA","54.5","0.051731273279073","34"
"X-Blades","PS3","2009","Action","70","30","20","10","130","50","30","59","5","54.5","0.044833770175197","990"
"Surf's Up","PS3","2007","Sports","30","NA","NA","NA","40","59","8","50","7","54.5","0.013795006207753","820"
"Mark McMorris Infinite Air","PS4","2016","Sports","10","NA","NA","NA","20","49","5","60","29","54.5","0.0068975031038764","315"
"Over G Fighters","X360","2006","Simulation","190","10","NA","20","210","49","36","60","49","54.5","0.072423782590702","18"
"Sniper: Ghost Warrior 2","X360","2013","Shooter","60","120","NA","20","200","52","33","57","NA","54.5","0.068975031038764","671"
"50 Cent: Bulletproof","XB","2005","Action","330","100","NA","20","440","50","4","59","20","54.5","0.15174506828528","888"
"Battlefield: Hardline","PC","2015","Shooter","NA","130","NA","10","140","70","30","38","773","54","0.048282521727135","1"
"F1 2014","PC","2014","Racing","NA","90","NA","10","100","60","20","48","65","54","0.034487515519382","965"
"Mega Man X7","PS2","2003","Action","220","170","140","60","580","58","30","50","38","54","0.20002759001242","124"
"The Legend of Spyro: The Eternal Night","PS2","2007","Platform","210","160","NA","50","420","54","8","54","28","54","0.1448475651814","784"
"Ninja Gaiden 3","PS3","2012","Action","190","90","110","50","430","58","43","50","52","54","0.14829631673334","318"
"Rock Revolution","PS3","2008","Misc","250","NA","NA","20","270","42","20","66","2","54","0.093116291902331","487"
"Game of Thrones","PS3","2012","Role-Playing","100","100","NA","30","240","53","4","55","80","54","0.082770037246517","872"
"NBA Live 07","X360","2006","Sports","420","NA","NA","40","460","59","32","49","60","54","0.15864257138916","189"
"Fable: The Journey","X360","2012","Role-Playing","180","80","NA","20","280","60","70","48","80","54","0.09656504345427","481"
"Looney Tunes: Acme Arsenal","X360","2007","Action","60","10","NA","10","80","40","5","68","3","54","0.027590012415506","2"
"Call of Duty: Infinite Warfare","XOne","2016","Shooter","1460","740","NA","220","2420","78","7","30","290","54","0.83459787556904","26"
"Star Wars: Battlefront","PC","2004","Shooter","70","130","NA","20","210","72","9","35","509","53.5","0.072423782590702","408"
"Arcania: Gothic 4","PC","2010","Role-Playing","90","80","NA","20","190","63","25","44","307","53.5","0.065526279486826","91"
"Dark Void","PC","2010","Action","NA","10","NA","NA","20","57","22","50","67","53.5","0.0068975031038764","872"
"Monster Jam: Maximum Destruction","PS2","2002","Racing","320","250","NA","80","650","47","NA","60","6","53.5","0.22416885087598","140"
"Dragon Ball Z: Battle of Z","PS3","2014","Fighting","100","100","60","40","310","54","32","53","3","53.5","0.10691129811008","646"
"NASCAR 08","PS3","2007","Racing","150","50","NA","30","230","57","20","50","4","53.5","0.079321285694579","392"
"Hellboy: The Science of Evil","PS3","2008","Action","130","20","NA","20","170","47","23","60","NA","53.5","0.058628776382949","979"
"Digimon All-Star Rumble","PS3","2014","Fighting","60","20","NA","20","90","49","2","58","32","53.5","0.031038763967444","643"
"Medal of Honor: Warfighter","X360","2012","Action","590","450","10","100","1150","53","43","54","437","53.5","0.39660642847289","212"
"Monster Jam","X360","2007","Racing","180","NA","NA","20","200","43","9","64","5","53.5","0.068975031038764","582"
"Monster Madness: Battle for Suburbia","X360","2007","Shooter","100","NA","NA","10","110","55","29","52","8","53.5","0.03793626707132","643"
"NeverDead","X360","2012","Shooter","60","30","NA","10","100","52","46","55","65","53.5","0.034487515519382","901"
"Ride","XOne","2015","Racing","40","50","NA","10","100","54","9","53","7","53.5","0.034487515519382","287"
"The Sims 3: Generations","PC","2011","Simulation","400","230","NA","NA","630","70","22","36","80","53","0.21727134777211","782"
"Bus Simulator 16","PC","2016","Simulation","NA","30","NA","NA","30","46","8","60","8","53","0.010346254655815","887"
"SimCity Societies","PC","2007","Simulation","NA","20","NA","NA","20","63","27","43","95","53","0.0068975031038764","81"
"Pro Evolution Soccer 2017","PC","2016","Sports","NA","20","NA","NA","20","69","9","37","37","53","0.0068975031038764","164"
"Starship Troopers","PC","2005","Shooter","NA","20","NA","NA","20","46","8","60","29","53","0.0068975031038764","563"
"Conflict: Denied Ops","PC","2008","Shooter","NA","10","NA","NA","10","58","8","48","54","53","0.0034487515519382","349"
"Tetris Worlds","PS2","2002","Puzzle","1110","710","NA","270","2080","44","7","62","NA","53","0.71734032280315","184"
"The Mummy: Tomb of the Dragon Emperor","PS2","2008","Action","120","100","NA","30","250","38","7","68","6","53","0.086218788798455","116"
"Astro Boy: The Video Game","PS2","2009","Action","50","40","NA","10","110","56","4","50","4","53","0.03793626707132","307"
"Rugby World Cup 2011","PS3","2011","Sports","NA","240","NA","70","320","50","2","56","7","53","0.11036004966202","75"
"Guitar Hero: Van Halen","PS3","2009","Misc","140","90","NA","40","270","59","33","47","9","53","0.093116291902331","855"
"Star Wars The Clone Wars: Republic Heroes","X360","2009","Action","180","170","NA","40","390","43","37","63","9","53","0.13450131052559","428"
"Soldier of Fortune: Payback","X360","2007","Shooter","180","NA","NA","20","200","50","35","56","20","53","0.068975031038764","718"
"NASCAR The Game: Inside Line","X360","2012","Racing","90","NA","NA","10","100","72","7","34","27","53","0.034487515519382","659"
"Shadow The Hedgehog","PS2","2005","Platform","500","20","NA","80","600","45","28","60","37","52.5","0.20692509311629","857"
"Capcom Fighting Evolution","PS2","2004","Fighting","100","80","NA","30","200","57","33","48","5","52.5","0.068975031038764","294"
"Final Fight: Streetwise","PS2","2006","Action","30","20","NA","10","50","43","36","62","NA","52.5","0.017243757759691","967"
"Judge Dredd: Dredd Vs Death","PS2","2003","Shooter","10","10","NA","NA","30","52","3","53","9","52.5","0.010346254655815","255"
"TV Superstars","PS3","2010","Misc","70","120","NA","50","250","56","7","49","8","52.5","0.086218788798455","511"
"NCAA March Madness 08","PS3","2007","Sports","80","NA","NA","10","90","67","5","38","4","52.5","0.031038763967444","510"
"Carmageddon: Max Damage","PS4","2016","Action","10","NA","NA","NA","10","50","28","55","39","52.5","0.0034487515519382","264"
"Two Worlds","X360","2007","Role-Playing","410","220","NA","70","700","50","44","55","82","52.5","0.24141260863567","487"
"Disney Sing It","X360","2008","Misc","390","10","NA","30","430","53","NA","52","6","52.5","0.14829631673334","326"
"Major League Baseball 2K6","X360","2006","Sports","340","NA","NA","30","370","66","22","39","37","52.5","0.12760380742171","375"
"Dreamcast Collection","X360","2011","Misc","160","60","NA","20","240","53","30","52","NA","52.5","0.082770037246517","112"
"Body and Brain Connection","X360","2010","Misc","100","80","NA","20","200","57","33","48","4","52.5","0.068975031038764","185"
"Eragon","X360","2006","Action","120","10","NA","10","140","48","32","57","24","52.5","0.048282521727135","766"
"Blood Drive","X360","2010","Racing","90","10","NA","10","110","40","20","65","NA","52.5","0.03793626707132","232"
"The King of Fighters XII","X360","2009","Fighting","90","NA","10","10","110","63","57","42","33","52.5","0.03793626707132","709"
"Knights Contract","X360","2011","Action","50","30","NA","10","80","49","40","56","6","52.5","0.027590012415506","938"
"The Terminator: Dawn of Fate","XB","2002","Action","110","30","NA","10","150","53","9","52","5","52.5","0.051731273279073","949"
"Tom Clancy's HAWX 2","PC","2010","Action","NA","40","NA","10","50","66","2","38","47","52","0.017243757759691","484"
"Fallout: Brotherhood of Steel","PS2","2004","Role-Playing","30","30","NA","10","70","64","30","40","50","52","0.024141260863567","852"
"Iron Man","PS3","2008","Action","320","250","NA","110","680","42","27","62","45","52","0.2345151055318","765"
"SingStar Dance","PS3","2010","Misc","90","310","NA","110","520","65","20","39","8","52","0.17933508070079","557"
"Family Guy: Back to the Multiverse","PS3","2012","Action","120","100","NA","40","260","40","9","64","30","52","0.089667540350393","776"
"Soldier of Fortune: Payback","PS3","2007","Shooter","120","20","NA","10","150","50","4","54","3","52","0.051731273279073","753"
"7 Days to Die","PS4","2016","Action","40","80","NA","20","140","45","6","59","40","52","0.048282521727135","886"
"NASCAR Heat Evolution","PS4","2016","Racing","40","NA","NA","10","50","66","8","38","8","52","0.017243757759691","151"
"Kinectimals","X360","2010","Simulation","1020","460","NA","130","1620","74","50","30","69","52","0.55869775141399","71"
"Iron Man","X360","2008","Action","270","240","NA","60","570","45","43","59","52","52","0.19657883846048","641"
"Call of Juarez: The Cartel","X360","2011","Shooter","140","100","NA","30","270","47","62","57","9","52","0.093116291902331","221"
