"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"NHL 09","PC","2008","Sports","0","0.02","0","0","0.02","62","6","4.10","30"
"Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)","PS2","2007","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Super Dodge Ball","NG","1995","Sports","0","0","0.02","0","0.02","1","1","1.00","1"
"11eyes: CrossOver","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Gon: BakuBakuBakuBaku Adventure","3DS","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Style Book: Junior City","DS","2006","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Earth Seeker","Wii","2011","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"The Crew: Wild Run","PC","2015","Action","0","0.02","0","0","0.02","74","6","7.40","41"
"Warhammer 40,000: Dawn of War: Soulstorm","PC","2008","Strategy","0","0.02","0","0","0.02","1","1","1.00","1"
"IGT Slots: Lucky Larry's Lobstermania","PC","2011","Simulation","0.02","0","0","0","0.02","1","1","1.00","1"
"Atlantic Quest","PC","2011","Puzzle","0","0.02","0","0","0.02","1","1","1.00","1"
"Bakumatsu Rock: Ultra Soul","PSV","2014","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Barbie as the Princess and the Pauper","GBA","2004","Adventure","0.01","0","0","0","0.02","1","1","1.00","1"
"Tantei Opera: Milky Holmes","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"PopCap Hits!","X360","2011","Misc","0","0.02","0","0","0.02","1","1","1.00","1"
"Entaku no Seito: The Eternal Legend","PSP","2012","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"New Atelier Rorona: Hajimari no Monogatari","3DS","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"WorldShift","PC","2009","Strategy","0.02","0","0","0","0.02","63","9","8.10","8"
"My Hero: Doctor","DS","2009","Action","0.02","0","0","0","0.02","1","1","1.00","1"
"Rainbow Islands Revolution","DS","2005","Platform","0.01","0","0","0","0.02","54","19","1.00","1"
"Sega Ages 2500 Series Vol. 29: Monster World Complete Collection","PS2","2007","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Pillars of Eternity","PC","2014","Role-Playing","0","0.02","0","0","0.02","89","71","8.30","2191"
"Cabela's Alaskan Adventure","PS2","2006","Sports","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses","PSP","2010","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Elf Bowling 1 & 2","DS","2005","Sports","0.02","0","0","0","0.02","1","1","1.00","1"
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.","PSV","2016","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Germany's Next Topmodel 2011","Wii","2011","Simulation","0","0.02","0","0","0.02","1","1","1.00","1"
"Heavy Fire: Afghanistan","PC","2011","Shooter","0.02","0","0","0","0.02","1","1","3.20","5"
"Arabians Lost: The Engagement on Desert","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Legendary","PC","2008","Shooter","0","0.01","0","0","0.02","50","23","6.60","104"
"Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen","DS","2010","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Garfield Gets Real","DS","2009","Action","0","0.02","0","0","0.02","39","4","1.00","1"
"SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen","DS","2010","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Gakken DS: Shin TOEIC Test Kanzen Kouryaku","DS","2007","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi","PS2","2010","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Crime Scene","DS","2009","Adventure","0","0.02","0","0","0.02","54","7","1.00","1"
"Puzzle Guzzle","PSP","2007","Puzzle","0.02","0","0","0","0.02","65","12","1.00","1"
"Starry ? Sky: After Summer","PSP","2013","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Thomas & Friends: Hero of the Rails","Wii","2010","Misc","0","0.01","0","0","0.02","1","1","1.00","1"
"Empire Deluxe","PC","1992","Strategy","0.02","0","0","0","0.02","1","1","1.00","1"
"ESPN NFL Primetime 2002","XB","2002","Sports","0.01","0","0","0","0.02","57","10","1.00","1"
"Gallop Racer Inbreed","PS2","2006","Sports","0","0","0.02","0","0.02","1","1","1.00","1"
"Red Ninja: End of Honor","XB","2005","Action","0.01","0","0","0","0.02","46","25","4.00","5"
"Ketsui: Kizuna Jigoku Tachi Extra","X360","2010","Shooter","0","0","0.02","0","0.02","1","1","1.00","1"
"Frisbee Disc Freestyle / Frisbee Disc Golf","DS","2007","Sports","0.02","0","0","0","0.02","1","1","1.00","1"
"The King of Fighters Collection: The Orochi Saga (JP sales)","PS2","2006","Fighting","0","0","0.02","0","0.02","1","1","1.00","1"
"Suzumiya Haruhi-Chan no Mahjong","PSP","2011","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Commandos 3: Destination Berlin","PC","2003","Strategy","0","0.02","0","0","0.02","72","24","7.60","83"
"Tsuki no Hikari: Shizumeru Kane no Satsujin","PS2","2002","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"James Bond 007: Blood Stone","PC","2010","Shooter","0.02","0","0","0","0.02","63","17","7.10","72"
"Chili Con Carnage","PSP","2007","Shooter","0","0.01","0","0","0.02","74","37","8.20","13"
"Writing and Speaking Beautiful Japanese DS","DS","2010","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Sega Ages 2500 Series Vol. 26: Dynamite Deka","PS2","2006","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Kong: The Animated Series","GBA","2002","Action","0.01","0","0","0","0.02","52","4","1.00","1"
"Puzzle Quest: Challenge of the Warlords","PSP","2007","Puzzle","0.01","0","0","0","0.02","84","32","8.00","19"
"Casper's Scare School: Spooky Sports Day","DS","2009","Sports","0.02","0","0","0","0.02","1","1","1.00","1"
"Koisuru Otome to Shugo no Tate Portable","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana","3DS","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Garfield's Nightmare","DS","2007","Platform","0.01","0","0","0","0.02","70","9","1.00","1"
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Bakumatsu Renka: Karyuu Kenshi-den","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Grisaia no Rakuen: Le Eden de la Grisaia","PSV","2014","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Iridium Runners","PS2","2008","Racing","0.01","0.01","0","0","0.02","57","12","1.00","1"
"Nodame Cantabile: Tanoshii Ongaku no Jikan Desu","DS","2010","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Tiny Toon Adventures: Wacky Stackers","GBA","2001","Puzzle","0.01","0","0","0","0.02","58","5","1.00","1"
"Princess Frontier Portable","PSP","2011","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Rock Blast","Wii","2010","Puzzle","0.02","0","0","0","0.02","1","1","1.00","1"
"Touch Detective (JP sales)","DS","2006","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Emergency Mayhem","Wii","2008","Racing","0.02","0","0","0","0.02","40","21","4.30","4"
"Mary King's Riding School","DS","2008","Simulation","0","0.02","0","0","0.02","1","1","1.00","1"
"Voodoo Chronicles: First Sign","PC","2011","Adventure","0.02","0","0","0","0.02","1","1","1.00","1"
"Rising Zan: The Samurai Gunman","PS","1998","Action","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Uru: Ages Beyond Myst","PC","2003","Adventure","0","0.02","0","0","0.02","79","22","7.60","29"
"Prince of Stride","PSV","2015","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Robopon 2: Cross Version","GBA","2001","Role-Playing","0.01","0","0","0","0.02","1","1","1.00","1"
"Mai-Otome Hime: Otome Butou Shi","PS2","2006","Fighting","0","0","0.02","0","0.02","1","1","1.00","1"
"Ben 10 Omniverse 2","3DS","2013","Action","0","0.02","0","0","0.02","1","1","7.60","5"
"TMNT: Mutant Melee","XB","2005","Fighting","0.01","0","0","0","0.02","43","13","4.80","5"
"Ultimate Puzzle Games","GBA","2005","Puzzle","0.01","0","0","0","0.02","1","1","1.00","1"
"Kimikare: New Semester","PSP","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Katekyoo Hitman Reborn! Kindan no Yami no Delta","PS2","2008","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Prototype: Biohazard Bundle","PS4","2016","Action","0.01","0","0","0","0.02","48","4","2.00","53"
"RoboCop","XB","2003","Shooter","0.01","0","0","0","0.02","30","9","3.60","12"
"Haneru no Tobira Wii: Girigirissu","Wii","2007","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Elminage II: Sousei no Megami to Unmei no Daichi","PSP","2009","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Titanic Mystery","Wii","2010","Puzzle","0.02","0","0","0","0.02","1","1","1.00","1"
"Aqua Panic!","DS","2009","Puzzle","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Blazing Souls","PS2","2006","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Blood Bowl: Legendary Edition","PC","2010","Sports","0","0.01","0","0","0.02","73","13","6.40","75"
"Invizimals: The Lost Kingdom","PS3","2013","Action","0","0.02","0","0","0.02","50","16","5.00","14"
"Worms","X360","2007","Strategy","0","0.02","0","0","0.02","75","25","6.90","28"
"Seinaru Kana: Orichalcum no Na no Motoni","PSP","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"NHL 2K3","GC","2002","Sports","0.01","0","0","0","0.02","89","11","7.00","6"
"The Hustle: Detroit Streets","XB","2006","Sports","0.01","0","0","0","0.02","52","4","1.00","1"
"Tail of the Sun","PS","1996","Role-Playing","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Revolution: 25th Anniversary Collection","PC","2016","Adventure","0","0.02","0","0","0.02","1","1","1.00","1"
"Barnyard Blast: Swine of the Night","DS","2008","Platform","0.02","0","0","0","0.02","1","1","1.00","1"
"Back to the Future: The Game","XOne","2015","Adventure","0","0.02","0","0","0.02","1","1","7.30","7"
"Space Channel 5: Ulala's Cosmic Attack","GBA","2002","Misc","0.01","0","0","0","0.02","55","15","8.00","5"
"Balls of Fury","DS","2007","Sports","0.02","0","0","0","0.02","62","7","1.00","1"
"Still Life 2","PC","2009","Adventure","0","0.01","0","0","0.02","67","15","5.70","54"
"Virtua Quest","PS2","2004","Role-Playing","0.01","0.01","0","0","0.02","53","17","7.60","5"
"Disney Sports Basketball","GBA","2002","Sports","0.01","0","0","0","0.02","73","5","1.00","1"
"Ozzy & Drix","GBA","2003","Platform","0.01","0","0","0","0.02","1","1","1.00","1"
"Nobunaga no Yabou: Soutensoku with Power-Up Kit","PSP","2011","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Yamasa Digi World SP: Moeyo! Kung Fu Shukujo","PS2","2006","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Disney Sports Football","GC","2002","Sports","0.01","0","0","0","0.02","59","8","1.00","1"
"Castle Shikigami 2","PS2","2004","Shooter","0.01","0.01","0","0","0.02","67","4","7.40","8"
"Wizardry Twin Pack","PS3","2011","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Rabbids Invasion: The Interactive TV Show","PS4","2014","Misc","0","0.01","0","0","0.02","1","1","1.00","1"
"Gadget Racers (PAL)","PS2","2002","Racing","0","0","0.02","0","0.02","1","1","1.00","1"
"Moe Star: Moeru Toudai Eigojuku","DS","2008","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"The Cube","Wii","2012","Action","0","0.02","0","0","0.02","1","1","1.00","1"
"Bejeweled Blitz","PC","2010","Puzzle","0","0.01","0","0","0.02","1","1","1.00","1"
"Peggle Nights","PC","2008","Puzzle","0","0.01","0","0","0.02","76","15","8.10","24"
"Pulse Racer","XB","2003","Racing","0.01","0","0","0","0.02","24","7","2.80","17"
"Freestyle Metal X","GC","2003","Racing","0.01","0","0","0","0.02","1","1","1.00","1"
"Tegami Bachi: Kokoro Tsumugu Mono e","PSP","2010","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Spirits & Spells","GC","2003","Platform","0.01","0","0","0","0.02","1","1","1.00","1"
"Agatha Christie: Death on the Nile","PC","2008","Adventure","0","0.01","0","0","0.02","1","1","1.00","1"
"Antiphona no Seikahime: Tenshi no Gakufu Op.A","PSP","2009","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"NBA 07","PS2","2006","Sports","0.01","0.01","0","0","0.02","63","24","6.80","5"
"Mystery Tales 2: The Spirit Mask","DS","2011","Puzzle","0","0.02","0","0","0.02","1","1","1.00","1"
"Rogue Trooper","XB","2006","Shooter","0.01","0","0","0","0.02","71","37","8.50","11"
"Combat Flight Simulator 3: Battle for Europe","PC","2002","Simulation","0.01","0.01","0","0","0.02","69","16","6.50","22"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2","PS3","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Tomb Raider: Legend","PC","2006","Action","0","0.01","0","0","0.02","82","31","7.90","244"
"Command & Conquer 3: Kane's Wrath","PC","2008","Strategy","0","0.01","0","0","0.02","1","1","1.00","1"
"Eyeshield 21: Portable Edition","PSP","2006","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Taishou Moebius Line Vitable","PSV","2016","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Robotics;Notes","PSV","2014","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Kabushiki Baibai Trainer: Kabutore! Next","DS","2007","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Machi: Unmei no Kousaten","PSP","2006","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Golden Nugget Casino DS","DS","2005","Misc","0.02","0","0","0","0.02","1","1","1.00","1"
"Machi-ing Maker 4","PS3","2011","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"World Class Rugby 2: Kokunai Gekitou Hen '93","SNES","1994","Sports","0","0","0.02","0","0.02","1","1","1.00","1"
"Ketsui Death Label","DS","2008","Shooter","0","0","0.02","0","0.02","1","1","1.00","1"
"This War of Mine","PS4","2016","Action","0","0.01","0","0","0.02","1","1","1.00","1"
"Mechanic Master 2","DS","2010","Puzzle","0.02","0","0","0","0.02","1","1","1.00","1"
"SD Gundam Force","GBA","2004","Shooter","0.01","0","0","0","0.02","1","1","1.00","1"
"Clover no Kuni no Alice: Wonderful Wonder World","PSP","2011","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Abunai: Koi no Sousa Shitsu","PSV","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Shonen Jump's Yu-Gi-Oh! GX Card Almanac","DS","2007","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock","PS2","2007","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Raven Squad: Operation Hidden Dagger","PC","2009","Shooter","0.02","0","0","0","0.02","39","11","3.10","61"
"Monster High 13 Wishes","3DS","2013","Action","0","0.02","0","0","0.02","1","1","1.00","1"
"Myth Makers: Super Kart GP","Wii","2007","Racing","0.01","0","0","0","0.02","1","1","1.80","4"
"Canada Hunt","Wii","2010","Sports","0.02","0","0","0","0.02","1","1","1.00","1"
"Planetarian: Chiisana Hoshi no Yume","PSP","2009","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"GA - Geijutsuka Art Design Class: Slapstick Wonder Land","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Roommate Asami: Okusama wa Joshikousei","PS2","2002","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Cabbage Patch Kids: The Patch Puppy Rescue","GBA","2007","Misc","0.01","0","0","0","0.02","1","1","1.00","1"
"Pirates: Legend of the Black Buccaneer","PS2","2006","Adventure","0.01","0.01","0","0","0.02","42","4","7.00","5"
"Let's Dance with Mel B","X360","2011","Sports","0","0.02","0","0","0.02","1","1","1.00","1"
"Horrid Henry: Missions of Mischief","Wii","2010","Adventure","0","0.01","0","0","0.02","1","1","1.00","1"
"East India Company","PC","2009","Strategy","0.01","0","0","0","0.02","67","28","5.70","49"
"Ultraman Star Chronicles","PSP","2013","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Amagoushi no Yakata","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3","PS3","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Ginga Tetsudou 999 DS","DS","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Aedis Eclipse: Generation of Chaos","PSP","2006","Role-Playing","0.02","0","0","0","0.02","62","20","6.50","11"
"Koihime Enbu","PS4","2016","Fighting","0","0","0.02","0","0.02","1","1","1.00","1"
"Franklin: A Birthday Surprise","PS2","2006","Misc","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Without Warning","XB","2017","Shooter","0.01","0","0","0","0.02","45","25","2.00","5"
"Suzunone Seven: Rebirth Knot","PS2","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar","PSP","2013","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Zoids Dash","DS","2006","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Digimon Rumble Arena","PS","2001","Fighting","0.01","0.01","0","0","0.02","64","5","8.80","71"
"Vitamin X Evolution Plus","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"NEVES","DS","2007","Puzzle","0.01","0","0","0","0.02","70","26","1.00","1"
"Dynasty Warriors: Eiketsuden","PS4","2016","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Wild West Shootout","Wii","2010","Shooter","0.01","0.01","0","0","0.02","1","1","1.00","1"
"MuvLuv Double Pack","PSV","2016","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Super Speed Machines","DS","2009","Racing","0.02","0","0","0","0.02","1","1","1.00","1"
"Goblin Commander: Unleash the Horde","GC","2003","Strategy","0.01","0","0","0","0.02","71","19","7.80","6"
"Final Fight: Streetwise","XB","2006","Action","0.01","0","0","0","0.02","42","29","4.00","4"
"Nano Diver","PSP","2011","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Mary King's Riding School 2","Wii","2009","Simulation","0","0.02","0","0","0.02","1","1","1.00","1"
"Elkrone no Atelier: Dear for Otomate","PSP","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Top Gear RPM Tuning","XB","2005","Racing","0.01","0","0","0","0.02","45","10","7.50","4"
"Painkiller: Hell & Damnation","X360","2013","Shooter","0","0.01","0","0","0.02","1","1","1.00","1"
"Memories Off: Yubikiri no Kioku","X360","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Otometeki Koi Kakumei * Love Revo!! DS","DS","2008","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4","PS3","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Clock Zero: Shuuen no Ichibyou - ExTime","PSV","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Cross + Channel","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Mark McMorris Infinite Air","PS4","2016","Sports","0.01","0","0","0","0.02","49","15","6.00","29"
"Shin Hayarigami 2","PSV","2016","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Cabela's Big Game Hunter: Pro Hunts","WiiU","2014","Shooter","0.02","0","0","0","0.02","1","1","1.00","1"
"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!","DS","2010","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Micro Machines V4","PSP","2006","Racing","0.01","0","0","0","0.02","61","18","1.00","1"
"Root Infinity Rexx","PSV","2015","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Dungeons - The Dark Lord","PC","2011","Strategy","0","0.01","0","0","0.02","72","6","5.60","16"
"Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Memories Off: Yubikiri no Kikou","PSP","2011","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Hurry Up Hedgehog!","DS","2009","Racing","0.02","0","0","0","0.02","1","1","1.00","1"
"L.G.S: Shinsetsu Houshinengi","PSP","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Battle Engine Aquila","XB","2003","Shooter","0.01","0","0","0","0.02","76","28","1.00","1"
"Divinity: Original Sin","PC","2014","Role-Playing","0","0.02","0","0","0.02","87","59","8.70","2089"
"One Piece Mansion","PS","2001","Action","0.01","0.01","0","0","0.02","62","12","1.00","1"
"Discworld II: Mortality Bytes!","PS","1996","Adventure","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Uchi no 3 Shimai DS","DS","2008","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Airline Tycoon","PC","2000","Simulation","0","0.01","0","0","0.02","1","1","8.00","9"
"Soul Eater: Monotone Princess","Wii","2008","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Strike Witches: Shirogane no Tsubasa","X360","2010","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Kaleidoeve","PSV","2015","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Big Idea's VeggieTales: LarryBoy and the Bad Apple","GBA","2006","Action","0.01","0","0","0","0.02","1","1","1.00","1"
"Broken Sword 5: The Serpent's Curse","XOne","2015","Adventure","0","0.02","0","0","0.02","77","12","7.20","11"
"My Ballet Studio","DS","2009","Simulation","0.01","0","0","0","0.02","1","1","1.00","1"
"Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers","DS","2010","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Moujuutsukai to Oujisama","PS2","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Rocksmith 2014 Edition Remastered","PS4","2016","Misc","0.01","0","0","0","0.02","1","1","7.80","5"
"Bomberman 2","DS","2008","Puzzle","0","0.01","0","0","0.02","1","1","1.00","1"
"Unreal Tournament 2004","PC","2004","Shooter","0","0.01","0","0","0.02","93","48","8.90","537"
"Shinseiki GPX Cyber Formula: Road To The INFINITY 4","PS2","2007","Racing","0","0","0.02","0","0.02","1","1","1.00","1"
"Cube","PSP","2007","Puzzle","0.02","0","0","0","0.02","60","18","1.00","1"
"Pirates of the Burning Sea","PC","2008","Role-Playing","0","0.01","0","0","0.02","76","30","7.60","61"
"Just Cause","PC","2006","Action","0","0.01","0","0","0.02","75","21","7.30","206"
"Army Men: Major Malfunction","XB","2006","Shooter","0.01","0","0","0","0.02","36","6","4.00","5"
"Dunamis 15","X360","2011","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense","DS","2007","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Yoake Yori Ruriiro na Portable","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Big Bass Fishing","PS","2002","Action","0","0","0.02","0","0.02","1","1","7.20","6"
"Storm Lover 2nd V","PSV","2016","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Reine des Fleurs","PSV","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen","Wii","2007","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Namco Museum 50th Anniversary (JP sales)","PS2","2005","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Turbo: Super Stunt Squad","PS3","2013","Sports","0","0.01","0","0","0.02","38","5","1.00","1"
"The Haunted: Hell's Reach","PC","2011","Shooter","0.02","0","0","0","0.02","51","8","7.60","47"
"Disciples III: Renaissance","PC","2010","Strategy","0","0.01","0","0","0.02","56","36","5.40","105"
"The Longest Journey","PC","1999","Adventure","0","0.01","0","0","0.02","91","26","8.90","439"
"Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+","PSP","2009","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Let's Pilates!","DS","2007","Misc","0.02","0","0","0","0.02","1","1","1.00","1"
"Irritating Stick","PS","1998","Action","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Chou!! Super Nep League DS","DS","2008","Sports","0","0","0.02","0","0.02","1","1","1.00","1"
"WTA Tour Tennis","GBA","2002","Sports","0.01","0","0","0","0.02","66","9","1.00","1"
"Lost: Via Domus","PC","2008","Action","0","0.01","0","0","0.02","52","22","6.00","38"
"Judge Dredd: Dredd Vs Death","XB","2003","Shooter","0.01","0","0","0","0.02","57","17","6.70","7"
"Rugby League Live 3","PS3","2015","Action","0","0.01","0","0","0.02","1","1","1.00","1"
"Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu","PS2","2006","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Platypus","PSP","2006","Shooter","0.02","0","0","0","0.02","59","14","1.00","1"
"Davis Cup Tennis","GBA","2002","Sports","0.01","0","0","0","0.02","59","9","1.00","1"
"Pro Rally","GC","2002","Racing","0.01","0","0","0","0.02","64","11","1.00","1"
"Kimi ni Todoke: Sodateru Omoi","DS","2009","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Elven Legacy Collection","PC","2010","Strategy","0","0.01","0","0","0.02","1","1","1.00","1"
"Hands On! Tangrams","DS","2009","Puzzle","0.02","0","0","0","0.02","1","1","1.00","1"
"Brave Story: Boku no Kioku to Negai","DS","2006","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Zombie Hunters 2","PS2","2006","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Memories Off #5: Encore","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Custom Drive","PSP","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Dark Void","PC","2010","Action","0","0.01","0","0","0.02","57","22","5.10","67"
"LEGO Star Wars: The Video Game","PC","2005","Action","0","0.01","0","0","0.02","1","1","1.00","1"
"Tsuyo Kiss 2 Gakki: Swift Love","PS2","2009","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Konductra","DS","2006","Puzzle","0.02","0","0","0","0.02","60","14","1.00","1"
"Samurai Jack: The Shadow of Aku","GC","2004","Action","0.01","0","0","0","0.02","59","17","1.00","1"
"Cookie & Cream","DS","2007","Platform","0.01","0","0","0","0.02","1","1","1.00","1"
"Winning Post 7 2013","PSV","2013","Sports","0","0","0.02","0","0.02","1","1","1.00","1"
"The Incredibles: Rise of the Underminer","PC","2005","Action","0.01","0","0","0","0.02","65","5","1.00","1"
"Psychedelica of the Black Butterfly","PSV","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Stronghold Legends","PC","2006","Strategy","0","0.01","0","0","0.02","57","19","7.20","44"
